inventory_item_id,indicator_id,ui_title,short_title,source_name,category,subcategory,category_final,subcategory_final,ui_exposure_level,currently_in_app,api_candidate_status,use_mode,neighbourhood_suitability,geography_level,geography_type,period_type,time_coverage,latest_period_available,unit_type,polarity,direction_hint,metric_family,history_available,default_view,primary_visual_final,secondary_visual_final,module_bundle_view,view_toggle_options_compact,view_toggle_options_full,comparison_view,benchmark_style,comparator_note,trend_view,trend_note,map_view_final,map_role,map_note,distribution_view,composition_view,axis_guidance,labelling_guidance,accessibility_guidance,misinterpretation_risks,visual_rationale,expert_review_questions,expert_review_amendment,operational_review_notes,operational_review_amendment,pie_allowed,suggested_aggregation_method,aggregation_warning,methodology_summary,caveats,source_url,docs_url,review_include_decision,review_primary_visual_override,review_secondary_visual_override,review_notes,notes,title
next_wave::tfl_cycle_docking_station_density,tfl_cycle_docking_station_density,Cycle hire docking station density,Cycle hire docking station density,TfL Unified API,Environment & Access,Transport & connectivity,Environment & Access,Transport & connectivity,standard,True,currently_in_app,neighbourhood_estimate_with_caveats,MEDIUM,Point features,transport_infrastructure_points,snapshot,Current reference inventory,2026-03-22,density_per_sq_km,positive,Higher is better,transport_infrastructure_density,False,benchmark_lollipop,benchmark_lollipop,choropleth_map,domain_tile_matrix,benchmark_lollipop | choropleth_map,benchmark_lollipop | choropleth_map | ranked_distribution,benchmark_lollipop,borough_and_london,,,,choropleth_map,supplementary,Only use the map as a secondary view because the cycle-hire network is geographically bounded.,ranked_distribution,,Start bar charts at zero and keep any comparison axis consistent across areas.,Use direct labels and plain-English titles; avoid legends where the selection is small enough to label directly.,"Keep contrast strong, minimise clutter, and provide a ranked or benchmark alternative where a map is shown.",Users may assume a low value means poor overall transport access rather than lack of cycle-hire provision.,A comparison view is clearer than a map for a small central-London infrastructure feature set.,,,,,False,recompute_rate_from_numerator_denominator,"Density is more comparable than a raw station count, but it still describes the cycle-hire network rather than all transport access.","Download BikePoint locations, keep installed sites, spatially join to neighbourhoods, and divide station count by neighbourhood area.","This is a specific cycle-hire density measure for installed docking stations, not a complete transport accessibility score.",https://api.tfl.gov.uk/BikePoint,https://api.tfl.gov.uk/,,,,,Implemented in the live app from the TfL BikePoint API as the main density-based cycle-access context measure.,
current::households_deprived_in_two_or_more_dimensions_share,households_deprived_in_two_or_more_dimensions_share,Households deprived in two or more dimensions,deprived in two or more dimensions,ONS Census 2021,Health & Wellbeing,Care responsibilities and wider disadvantage,Health & Wellbeing,"Care, disadvantage & support",hidden,True,currently_in_app,direct_neighbourhood_candidate,HIGH,neighbourhood,custom_london_neighbourhood,snapshot,2021,2021,share,negative,higher_is_worse,snapshot_comparison,False,benchmark_lollipop,benchmark_lollipop,choropleth_map,,benchmark_lollipop|ranked_distribution|choropleth_map,benchmark_lollipop|ranked_distribution|choropleth_map,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,none,Trend not a default focus.,choropleth_map,optional_area_pattern_view,Map is optional and should always be paired with a ranked or benchmark comparison view.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,recompute_share_from_category_counts,Requires summing category counts before recomputing the share.,Built by summing category counts across contributing LSOAs and recomputing the share.,,,https://www.nomisweb.co.uk/api,include_in_tiered_nav,,choropleth_map,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Show simple comparator badges and a one-line interpretation first.","Current live indicator in the explorer, built from a static/local file ingest. Closest repeatable API route: Nomis API.",
current::unpaid_care_20plus_share,unpaid_care_20plus_share,Residents providing 20 or more hours of unpaid care,providing 20 or more hours of unpaid care,ONS Census 2021,Health & Wellbeing,Care responsibilities and wider disadvantage,Health & Wellbeing,"Care, disadvantage & support",hidden,False,currently_in_app,direct_neighbourhood_candidate,HIGH,neighbourhood,custom_london_neighbourhood,snapshot,2021,2021,share,negative,higher_is_worse,snapshot_comparison,False,benchmark_lollipop,benchmark_lollipop,choropleth_map,,benchmark_lollipop|ranked_distribution|choropleth_map,benchmark_lollipop|ranked_distribution|choropleth_map,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,none,Trend not a default focus.,choropleth_map,optional_area_pattern_view,Map is optional and should always be paired with a ranked or benchmark comparison view.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,recompute_share_from_category_counts,Requires summing category counts before recomputing the share.,Built by summing category counts across contributing LSOAs and recomputing the share.,Uses headline 20 to 49 hours plus 50 or more hours categories.,,https://www.nomisweb.co.uk/api,include_in_tiered_nav,,choropleth_map,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Show simple comparator badges and a one-line interpretation first.","Current live indicator in the explorer, built from a static/local file ingest. Closest repeatable API route: Nomis API. | Retired exact duplicate of the canonical Nomis API metric.",
api::nomis api::nomis_disability_share::share_residents_disabled_under_the_equality_act,nomis_disability_share,Disability,Disability,Nomis API,Health & Wellbeing,Disability,Health & Wellbeing,"Health, disability & care",core,True,currently_in_app,direct_neighbourhood_candidate,HIGH,LSOA,official_small_area,snapshot,2021 snapshot,2021,share,negative,higher_is_worse,snapshot_comparison,False,stacked_100_bar,stacked_100_bar,benchmark_lollipop,stacked_100_bar,stacked_100_bar|benchmark_lollipop|choropleth_map,stacked_100_bar|grouped_bar|benchmark_lollipop|choropleth_map|ranked_distribution|table_support_only,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,none,Trend not a default focus.,choropleth_map,optional_area_pattern_view,Map is optional and should always be paired with a ranked or benchmark comparison view.,ranked_distribution,stacked_100_bar,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,recompute_share_from_category_counts,Recompute from counts instead of averaging shares.,Aggregate disabled resident counts and recompute the share using the total resident population denominator.,Static 2021 snapshot.,https://www.nomisweb.co.uk/datasets/c2021ts038,https://www.nomisweb.co.uk/api/v01/help,include_in_tiered_nav,benchmark_lollipop,choropleth_map,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Show simple comparator badges and a one-line interpretation first.",Useful marker of support need and wider determinants without needing a complex model.,
api::nomis api::nomis_general_health_bad_very_bad_share::share_residents_reporting_bad_or_very_bad_health,nomis_general_health_bad_very_bad_share,General health,General health,Nomis API,Health & Wellbeing,Self-reported health,Health & Wellbeing,"Health, disability & care",core,True,currently_in_app,direct_neighbourhood_candidate,HIGH,LSOA,official_small_area,snapshot,2021 snapshot,2021,share,negative,higher_is_worse,snapshot_comparison,False,stacked_100_bar,stacked_100_bar,benchmark_lollipop,stacked_100_bar,stacked_100_bar|benchmark_lollipop|choropleth_map,stacked_100_bar|grouped_bar|benchmark_lollipop|choropleth_map|ranked_distribution|table_support_only,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,none,Trend not a default focus.,choropleth_map,optional_area_pattern_view,Map is optional and should always be paired with a ranked or benchmark comparison view.,ranked_distribution,stacked_100_bar,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,recompute_share_from_category_counts,Recompute from category counts rather than averaging the share.,Sum bad and very bad health counts across the selected neighbourhoods and divide by the total resident denominator.,Self-reported and fixed at Census 2021.,https://www.nomisweb.co.uk/datasets/c2021ts037,https://www.nomisweb.co.uk/api/v01/help,include_in_tiered_nav,benchmark_lollipop,choropleth_map,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Show simple comparator badges and a one-line interpretation first.","Simple, understandable population health context that is already neighbourhood-safe.",
791,nomis_economic_inactivity_long_term_sick_share,Residents aged 16+ economically inactive due to long-term sickness or disability,Long-term sick or disabled inactivity,Nomis API,Health & Wellbeing,Disability & self-reported health,Health & Wellbeing,"Health, disability & care",hidden,True,currently_in_app,direct_neighbourhood_candidate,HIGH,LSOA,LSOA 2021,snapshot,2021 snapshot,2021,share,negative,higher_is_worse,snapshot_comparison,False,benchmark_lollipop,benchmark_lollipop,choropleth_map,stacked_100_bar,benchmark_lollipop|stacked_100_bar|choropleth_map,benchmark_lollipop|stacked_100_bar|grouped_bar|choropleth_map|ranked_distribution|table_support_only,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,none,Trend not a default focus.,choropleth_map,optional_area_pattern_view,Map is optional and should always be paired with a ranked or benchmark comparison view.,ranked_distribution,stacked_100_bar,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,recompute_share_from_category_counts,Recompute from category counts rather than averaging the share.,Use the long-term-sick-or-disabled economically inactive count and divide by the total resident denominator aged 16 and over.,Static 2021 snapshot.,https://www.nomisweb.co.uk/datasets/c2021ts066,https://www.nomisweb.co.uk/api/v01/help,group_under_profile_indicator,benchmark_lollipop,choropleth_map,Hidden from the public Explorer because this component is now covered by a richer profile indicator with composition toggles.,Useful bridge between population health context and labour-market exclusion.,
784,nomis_general_health_fair_share,Residents reporting fair health,Fair health,Nomis API,Health & Wellbeing,Self-reported health,Health & Wellbeing,"Health, disability & care",hidden,True,currently_in_app,direct_neighbourhood_candidate,HIGH,LSOA,official_small_area,snapshot,2021 snapshot,2021,share,negative,higher_is_worse,snapshot_comparison,False,benchmark_lollipop,benchmark_lollipop,choropleth_map,stacked_100_bar,benchmark_lollipop|stacked_100_bar|choropleth_map,benchmark_lollipop|stacked_100_bar|grouped_bar|choropleth_map|ranked_distribution|table_support_only,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,none,Trend not a default focus.,choropleth_map,optional_area_pattern_view,Map is optional and should always be paired with a ranked or benchmark comparison view.,ranked_distribution,stacked_100_bar,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,recompute_share_from_category_counts,Recompute from category counts rather than averaging the share.,Use the fair-health count and divide by the total resident denominator.,Self-reported and fixed at Census 2021.,https://www.nomisweb.co.uk/datasets/c2021ts037,https://www.nomisweb.co.uk/api/v01/help,group_under_profile_indicator,benchmark_lollipop,choropleth_map,Hidden from the public Explorer because this component is now covered by a richer profile indicator with composition toggles.,"Useful as the middle part of the wider health-status profile, especially when viewed alongside the composition toggle.",
785,nomis_general_health_good_very_good_share,Residents reporting good or very good health,Good or very good health,Nomis API,Health & Wellbeing,Self-reported health,Health & Wellbeing,"Health, disability & care",hidden,True,currently_in_app,direct_neighbourhood_candidate,HIGH,LSOA,official_small_area,snapshot,2021 snapshot,2021,share,positive,higher_is_better,snapshot_comparison,False,benchmark_lollipop,benchmark_lollipop,choropleth_map,stacked_100_bar,benchmark_lollipop|stacked_100_bar|choropleth_map,benchmark_lollipop|stacked_100_bar|grouped_bar|choropleth_map|ranked_distribution|table_support_only,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,none,Trend not a default focus.,choropleth_map,optional_area_pattern_view,Map is optional and should always be paired with a ranked or benchmark comparison view.,ranked_distribution,stacked_100_bar,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,recompute_share_from_category_counts,Recompute from category counts rather than averaging the share.,Sum the good and very good health counts and divide by the total resident denominator.,Self-reported and fixed at Census 2021.,https://www.nomisweb.co.uk/datasets/c2021ts037,https://www.nomisweb.co.uk/api/v01/help,group_under_profile_indicator,benchmark_lollipop,choropleth_map,Hidden from the public Explorer because this component is now covered by a richer profile indicator with composition toggles.,"A positive mirror to the bad-or-very-bad measure, with the same composition toggle for context.",
786,nomis_disability_limited_little_share,Residents whose day-to-day activities are limited a little,Activities limited a little,Nomis API,Health & Wellbeing,Disability,Health & Wellbeing,"Health, disability & care",hidden,True,currently_in_app,direct_neighbourhood_candidate,HIGH,LSOA,official_small_area,snapshot,2021 snapshot,2021,share,negative,higher_is_worse,snapshot_comparison,False,benchmark_lollipop,benchmark_lollipop,choropleth_map,stacked_100_bar,benchmark_lollipop|stacked_100_bar|choropleth_map,benchmark_lollipop|stacked_100_bar|grouped_bar|choropleth_map|ranked_distribution|table_support_only,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,none,Trend not a default focus.,choropleth_map,optional_area_pattern_view,Map is optional and should always be paired with a ranked or benchmark comparison view.,ranked_distribution,stacked_100_bar,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,recompute_share_from_category_counts,Recompute from counts instead of averaging shares.,Use the limited-a-little count and divide by the total resident denominator.,Static 2021 snapshot.,https://www.nomisweb.co.uk/datasets/c2021ts038,https://www.nomisweb.co.uk/api/v01/help,group_under_profile_indicator,benchmark_lollipop,choropleth_map,Hidden from the public Explorer because this component is now covered by a richer profile indicator with composition toggles.,Shows lower-intensity limitation and works best with the disability composition toggle.,
787,nomis_disability_limited_lot_share,Residents whose day-to-day activities are limited a lot,Activities limited a lot,Nomis API,Health & Wellbeing,Disability,Health & Wellbeing,"Health, disability & care",hidden,True,currently_in_app,direct_neighbourhood_candidate,HIGH,LSOA,official_small_area,snapshot,2021 snapshot,2021,share,negative,higher_is_worse,snapshot_comparison,False,benchmark_lollipop,benchmark_lollipop,choropleth_map,stacked_100_bar,benchmark_lollipop|stacked_100_bar|choropleth_map,benchmark_lollipop|stacked_100_bar|grouped_bar|choropleth_map|ranked_distribution|table_support_only,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,none,Trend not a default focus.,choropleth_map,optional_area_pattern_view,Map is optional and should always be paired with a ranked or benchmark comparison view.,ranked_distribution,stacked_100_bar,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,recompute_share_from_category_counts,Recompute from counts instead of averaging shares.,Use the limited-a-lot count and divide by the total resident denominator.,Static 2021 snapshot.,https://www.nomisweb.co.uk/datasets/c2021ts038,https://www.nomisweb.co.uk/api/v01/help,group_under_profile_indicator,benchmark_lollipop,choropleth_map,Hidden from the public Explorer because this component is now covered by a richer profile indicator with composition toggles.,"A stronger marker of support need than the broader disability measure, with the same composition toggle.",
