date,geography,geography code,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Total: All usual residents aged 3 years and over
2021,Sutton 020E,E01004181,1459,208,110,74,3,21,1667
2021,Sutton 019E,E01004182,1515,183,89,74,1,19,1698
2021,Sutton 001B,E01004183,1419,289,132,108,6,43,1708
2021,Sutton 001C,E01004184,1428,218,117,81,3,17,1646
2021,Sutton 001D,E01004185,1699,302,165,104,0,33,2001
2021,Sutton 004D,E01004186,1377,255,121,98,4,32,1632
2021,Sutton 005E,E01004187,1397,216,109,69,5,33,1613
2021,Sutton 001E,E01004189,1679,370,157,140,16,57,2049
2021,Sutton 008C,E01004190,1232,116,60,42,1,13,1348
2021,Sutton 008D,E01004191,1497,314,161,99,7,47,1811
2021,Sutton 006C,E01004192,1559,233,149,63,3,18,1792
2021,Sutton 006D,E01004193,2386,318,181,89,4,44,2704
2021,Sutton 008E,E01004194,1317,220,121,80,3,16,1537
2021,Sutton 006E,E01004195,1335,293,135,111,5,42,1628
2021,Sutton 008F,E01004196,1351,178,97,68,1,12,1529
2021,Tower Hamlets 002B,E01004198,1068,364,126,115,21,102,1432
2021,Tower Hamlets 002C,E01004199,1201,425,135,149,27,114,1626
2021,Tower Hamlets 005A,E01004200,1176,297,164,68,10,55,1473
2021,Tower Hamlets 002D,E01004201,1401,250,102,63,19,66,1651
2021,Tower Hamlets 005B,E01004202,1493,443,251,111,13,68,1936
2021,Tower Hamlets 005C,E01004203,1326,444,197,163,11,73,1770
2021,Tower Hamlets 005D,E01004204,1364,445,174,144,23,104,1809
2021,Tower Hamlets 013A,E01004205,1400,706,212,256,38,200,2106
2021,Tower Hamlets 013B,E01004206,865,553,153,209,29,162,1418
2021,Tower Hamlets 011A,E01004207,1050,332,140,103,16,73,1382
2021,Tower Hamlets 013C,E01004208,1278,622,248,235,18,121,1900
2021,Tower Hamlets 011B,E01004209,922,409,128,139,28,114,1331
2021,Tower Hamlets 013D,E01004211,1186,390,192,112,10,76,1576
2021,Tower Hamlets 011D,E01004212,1451,710,309,262,14,125,2161
2021,Tower Hamlets 030A,E01004214,1143,406,169,120,16,101,1549
2021,Tower Hamlets 030B,E01004216,1220,503,289,146,8,60,1723
2021,Tower Hamlets 030C,E01004217,1443,544,302,157,6,79,1987
2021,Tower Hamlets 030D,E01004218,1397,462,274,126,12,50,1859
2021,Tower Hamlets 035B,E01004219,1821,783,351,264,32,136,2604
2021,Tower Hamlets 036A,E01004221,1375,522,299,150,11,62,1897
2021,Tower Hamlets 001A,E01004222,2136,499,209,143,11,136,2635
2021,Tower Hamlets 001B,E01004223,1837,303,110,116,12,65,2140
2021,Tower Hamlets 001D,E01004226,1870,433,176,152,13,92,2303
2021,Tower Hamlets 003A,E01004228,1669,222,138,57,6,21,1891
2021,Tower Hamlets 004C,E01004229,1037,324,117,111,17,79,1361
2021,Tower Hamlets 003B,E01004230,1717,355,147,125,15,68,2072
2021,Tower Hamlets 004D,E01004231,1160,429,125,188,17,99,1589
2021,Tower Hamlets 003C,E01004232,1478,248,108,67,10,63,1726
2021,Tower Hamlets 003D,E01004233,1623,525,231,134,29,131,2148
2021,Tower Hamlets 003E,E01004234,2044,344,173,79,6,86,2388
2021,Tower Hamlets 008A,E01004235,895,347,79,142,16,110,1242
2021,Tower Hamlets 008B,E01004236,1104,401,92,170,29,110,1505
2021,Tower Hamlets 008C,E01004237,1111,352,148,124,17,63,1463
2021,Tower Hamlets 008E,E01004239,1239,473,107,135,69,162,1712
2021,Tower Hamlets 012A,E01004240,1198,432,119,153,24,136,1630
2021,Tower Hamlets 012B,E01004241,1178,431,123,151,22,135,1609
2021,Tower Hamlets 020A,E01004243,975,522,201,194,5,122,1497
2021,Tower Hamlets 020B,E01004244,1475,510,218,154,21,117,1985
2021,Tower Hamlets 018A,E01004245,2012,823,391,281,15,136,2835
2021,Tower Hamlets 020C,E01004247,1711,811,305,283,42,181,2522
2021,Tower Hamlets 018C,E01004248,1376,425,143,151,23,108,1801
2021,Tower Hamlets 018D,E01004249,1701,626,204,235,34,153,2327
2021,Tower Hamlets 023A,E01004251,1782,663,255,229,16,163,2445
2021,Tower Hamlets 023C,E01004255,1040,479,168,169,23,119,1519
2021,Tower Hamlets 024C,E01004256,1103,527,192,187,29,119,1630
2021,Tower Hamlets 024D,E01004257,1533,616,193,238,33,152,2149
2021,Tower Hamlets 023D,E01004258,1098,320,185,72,13,50,1418
2021,Tower Hamlets 007A,E01004259,1301,392,206,114,8,64,1693
2021,Tower Hamlets 007B,E01004260,1274,436,171,145,17,103,1710
2021,Tower Hamlets 007C,E01004263,1047,299,108,112,17,62,1346
2021,Tower Hamlets 010C,E01004264,876,514,134,200,29,151,1390
2021,Tower Hamlets 007D,E01004266,1207,204,88,56,7,53,1411
2021,Tower Hamlets 012D,E01004267,1708,406,170,134,20,82,2114
2021,Tower Hamlets 012E,E01004268,1192,514,180,202,12,120,1706
2021,Tower Hamlets 014B,E01004270,1799,543,256,145,15,127,2342
2021,Tower Hamlets 014C,E01004271,1773,588,276,179,13,120,2361
2021,Tower Hamlets 014D,E01004272,1716,828,297,297,47,187,2544
2021,Tower Hamlets 031A,E01004274,1304,570,242,189,20,119,1874
2021,Tower Hamlets 031B,E01004275,1824,587,315,176,19,77,2411
2021,Tower Hamlets 031C,E01004276,1461,509,358,116,4,31,1970
2021,Tower Hamlets 033A,E01004277,1056,482,344,107,1,30,1538
2021,Tower Hamlets 032A,E01004280,1338,534,288,123,22,101,1872
2021,Tower Hamlets 031D,E01004281,1309,589,378,164,5,42,1898
2021,Tower Hamlets 016A,E01004283,1504,594,209,195,25,165,2098
2021,Tower Hamlets 019C,E01004286,1771,600,200,201,48,151,2371
2021,Tower Hamlets 016B,E01004287,1457,705,198,269,40,198,2162
2021,Tower Hamlets 019D,E01004288,1300,466,137,171,30,128,1766
2021,Tower Hamlets 016C,E01004289,1363,516,168,178,47,123,1879
2021,Tower Hamlets 016D,E01004290,1393,507,204,178,16,109,1900
2021,Tower Hamlets 027A,E01004291,1538,323,220,75,4,24,1861
2021,Tower Hamlets 026A,E01004292,1275,338,247,68,6,17,1613
2021,Tower Hamlets 027B,E01004293,1505,423,322,61,4,36,1928
2021,Tower Hamlets 026C,E01004295,1343,582,219,198,35,130,1925
2021,Tower Hamlets 026D,E01004296,1737,616,306,180,17,113,2353
2021,Tower Hamlets 027C,E01004297,1465,349,211,92,6,40,1814
2021,Tower Hamlets 022A,E01004298,1062,473,157,146,31,139,1535
2021,Tower Hamlets 022B,E01004300,1019,383,124,138,19,102,1402
2021,Tower Hamlets 025B,E01004301,937,426,128,136,31,131,1363
2021,Tower Hamlets 025C,E01004302,995,588,176,228,26,158,1583
2021,Tower Hamlets 025D,E01004303,1990,784,333,251,38,162,2774
2021,Tower Hamlets 022C,E01004304,1326,738,205,295,41,197,2064
2021,Tower Hamlets 022D,E01004305,1235,566,187,217,25,137,1801
2021,Tower Hamlets 015A,E01004306,1243,531,237,128,49,117,1774
2021,Tower Hamlets 015B,E01004307,1633,680,449,166,15,50,2313
2021,Tower Hamlets 015C,E01004308,938,458,174,137,28,119,1396
2021,Tower Hamlets 015D,E01004309,1755,928,398,277,50,203,2683
2021,Tower Hamlets 015E,E01004310,1293,671,307,205,30,129,1964
2021,Tower Hamlets 006A,E01004311,1420,377,187,94,18,78,1797
2021,Tower Hamlets 009A,E01004312,1056,414,142,126,34,112,1470
2021,Tower Hamlets 009B,E01004313,1415,624,249,210,19,146,2039
2021,Tower Hamlets 006C,E01004315,1177,346,154,108,12,72,1523
2021,Tower Hamlets 009C,E01004316,737,271,138,63,15,55,1008
2021,Tower Hamlets 021A,E01004319,1536,873,271,276,64,262,2409
2021,Tower Hamlets 021C,E01004321,1367,678,271,210,36,161,2045
2021,Tower Hamlets 017A,E01004322,918,434,166,151,16,101,1352
2021,Tower Hamlets 017B,E01004323,1120,425,128,133,30,134,1545
2021,Tower Hamlets 017C,E01004324,1023,508,153,184,26,145,1531
2021,Tower Hamlets 017D,E01004326,1190,612,241,199,36,136,1802
2021,Waltham Forest 028A,E01004327,1002,476,169,197,39,71,1478
2021,Waltham Forest 028B,E01004328,1191,586,212,238,19,117,1777
2021,Waltham Forest 028C,E01004329,1230,494,148,233,12,101,1724
2021,Waltham Forest 028D,E01004330,1200,392,138,175,12,67,1592
2021,Waltham Forest 028E,E01004331,1172,411,167,144,9,91,1583
2021,Waltham Forest 028F,E01004332,1297,585,200,267,15,103,1882
2021,Waltham Forest 024A,E01004333,1225,370,144,145,7,74,1595
2021,Waltham Forest 024B,E01004334,1104,683,152,362,10,159,1787
2021,Waltham Forest 027A,E01004335,1345,337,101,159,12,65,1682
2021,Waltham Forest 026A,E01004336,929,582,224,243,15,100,1511
2021,Waltham Forest 027B,E01004337,1214,475,182,175,12,106,1689
2021,Waltham Forest 027C,E01004338,1209,740,250,345,13,132,1949
2021,Waltham Forest 027D,E01004339,1341,382,143,164,7,68,1723
2021,Waltham Forest 027E,E01004340,1399,433,155,181,12,85,1832
2021,Waltham Forest 027F,E01004341,1474,413,148,171,12,82,1887
2021,Waltham Forest 011A,E01004342,1574,432,150,194,10,78,2006
2021,Waltham Forest 008A,E01004343,1519,267,112,108,4,43,1786
2021,Waltham Forest 008B,E01004344,1373,438,162,203,10,63,1811
2021,Waltham Forest 010A,E01004345,1305,418,142,189,9,78,1723
2021,Waltham Forest 011B,E01004346,1405,309,128,121,5,55,1714
2021,Waltham Forest 011C,E01004347,1651,404,161,169,12,62,2055
2021,Waltham Forest 010B,E01004348,2162,659,263,274,18,104,2821
2021,Waltham Forest 001A,E01004349,1330,165,60,61,3,41,1495
2021,Waltham Forest 001B,E01004350,1650,197,63,84,11,39,1847
2021,Waltham Forest 001C,E01004351,1470,123,58,43,4,18,1593
2021,Waltham Forest 002A,E01004352,1697,140,80,46,1,13,1837
2021,Waltham Forest 002B,E01004353,1629,128,65,40,5,18,1757
2021,Waltham Forest 002C,E01004354,1644,235,110,80,7,38,1879
2021,Waltham Forest 004A,E01004355,1420,198,86,75,8,29,1618
2021,Waltham Forest 001D,E01004356,1378,267,97,106,8,56,1645
2021,Waltham Forest 001E,E01004357,1370,170,64,72,5,29,1540
2021,Waltham Forest 002D,E01004358,1664,208,96,78,3,31,1872
2021,Waltham Forest 002E,E01004359,1498,143,70,54,2,17,1641
2021,Waltham Forest 004B,E01004360,1186,119,53,51,0,15,1305
2021,Waltham Forest 005A,E01004361,1190,159,78,47,4,30,1349
2021,Waltham Forest 021A,E01004362,1274,258,131,86,6,35,1532
2021,Waltham Forest 019A,E01004363,1226,373,139,157,10,67,1599
2021,Waltham Forest 019B,E01004364,1444,464,170,164,21,109,1908
2021,Waltham Forest 020A,E01004365,1538,857,232,349,36,240,2395
2021,Waltham Forest 019C,E01004366,1510,361,125,154,11,71,1871
2021,Waltham Forest 019D,E01004367,1088,427,144,176,9,98,1515
2021,Waltham Forest 019E,E01004368,1798,541,208,208,12,113,2339
2021,Waltham Forest 023A,E01004369,1144,524,186,215,30,93,1668
2021,Waltham Forest 023B,E01004370,1480,507,169,219,9,110,1987
2021,Waltham Forest 025A,E01004371,1152,407,180,154,7,66,1559
2021,Waltham Forest 023C,E01004372,1153,413,174,176,6,57,1566
2021,Waltham Forest 025B,E01004373,1195,518,183,219,14,102,1713
2021,Waltham Forest 025C,E01004374,1276,588,203,250,18,117,1864
2021,Waltham Forest 025D,E01004375,1223,614,243,220,39,112,1837
2021,Waltham Forest 025E,E01004376,1202,636,217,272,24,123,1838
2021,Waltham Forest 010C,E01004377,1509,263,101,127,5,30,1772
2021,Waltham Forest 010D,E01004378,1515,257,93,124,0,40,1772
2021,Waltham Forest 007A,E01004379,1580,249,128,92,3,26,1829
2021,Waltham Forest 007B,E01004380,1455,281,177,74,3,27,1736
2021,Waltham Forest 007C,E01004381,1697,211,103,70,8,30,1908
2021,Waltham Forest 008C,E01004382,1410,267,99,110,10,48,1677
2021,Waltham Forest 007D,E01004383,1489,141,56,53,6,26,1630
2021,Waltham Forest 003A,E01004384,1681,251,101,109,5,36,1932
2021,Waltham Forest 003B,E01004385,1302,172,83,45,8,36,1474
2021,Waltham Forest 003C,E01004386,1489,156,72,54,5,25,1645
2021,Waltham Forest 007E,E01004387,1328,65,31,21,0,13,1393
2021,Waltham Forest 007F,E01004388,1382,208,88,83,5,32,1590
2021,Waltham Forest 003D,E01004389,1445,226,89,89,7,41,1671
2021,Waltham Forest 003E,E01004390,1351,207,86,78,6,37,1558
2021,Waltham Forest 014A,E01004391,1704,519,219,219,7,74,2223
2021,Waltham Forest 017A,E01004392,1710,731,281,304,15,131,2441
2021,Waltham Forest 014B,E01004393,1196,437,175,151,10,101,1633
2021,Waltham Forest 017B,E01004394,1471,456,165,162,20,109,1927
2021,Waltham Forest 018A,E01004395,1334,285,111,108,12,54,1619
2021,Waltham Forest 012A,E01004396,1347,552,199,239,13,101,1899
2021,Waltham Forest 017C,E01004397,2020,774,294,337,24,119,2794
2021,Waltham Forest 009A,E01004398,1528,445,139,189,16,101,1973
2021,Waltham Forest 009B,E01004399,1455,371,135,152,7,77,1826
2021,Waltham Forest 009C,E01004400,1370,454,213,169,4,68,1824
2021,Waltham Forest 014C,E01004401,1669,589,258,208,20,103,2258
2021,Waltham Forest 009D,E01004402,1434,354,143,131,13,67,1788
2021,Waltham Forest 009E,E01004403,1914,535,219,199,16,101,2449
2021,Waltham Forest 014D,E01004404,2061,657,269,261,12,115,2718
2021,Waltham Forest 020B,E01004405,1311,335,120,129,11,75,1646
2021,Waltham Forest 016A,E01004406,1206,541,193,226,13,109,1747
2021,Waltham Forest 013A,E01004407,1092,483,168,200,20,95,1575
2021,Waltham Forest 016B,E01004408,1354,322,139,122,10,51,1676
2021,Waltham Forest 016C,E01004409,1309,378,146,143,9,80,1687
2021,Waltham Forest 013B,E01004410,1457,307,104,120,16,67,1764
2021,Waltham Forest 016D,E01004411,1335,530,212,197,19,102,1865
2021,Waltham Forest 015A,E01004412,1438,275,135,93,6,41,1713
2021,Waltham Forest 004C,E01004413,1340,163,53,59,5,46,1503
2021,Waltham Forest 005B,E01004414,1369,383,110,176,11,86,1752
2021,Waltham Forest 004D,E01004415,1354,215,74,86,9,46,1569
2021,Waltham Forest 004E,E01004416,1543,207,85,84,5,33,1750
2021,Waltham Forest 005C,E01004417,1417,390,148,147,9,86,1807
2021,Waltham Forest 008D,E01004418,1380,327,125,121,9,72,1707
2021,Waltham Forest 008E,E01004419,1999,504,211,210,4,79,2503
2021,Waltham Forest 020C,E01004420,1381,804,252,337,20,195,2185
2021,Waltham Forest 018B,E01004421,1419,639,226,227,26,160,2058
2021,Waltham Forest 022A,E01004422,1836,676,252,253,17,154,2512
2021,Waltham Forest 020D,E01004423,1376,630,201,228,30,171,2006
2021,Waltham Forest 022B,E01004424,1446,586,208,236,19,123,2032
2021,Waltham Forest 022C,E01004425,1428,465,172,178,16,99,1893
2021,Waltham Forest 022D,E01004426,1358,395,132,168,13,82,1753
2021,Waltham Forest 022E,E01004427,1261,617,263,218,19,117,1878
2021,Waltham Forest 026B,E01004428,1635,379,117,151,17,94,2014
2021,Waltham Forest 026C,E01004429,1349,396,128,173,13,82,1745
2021,Waltham Forest 026D,E01004430,1715,866,378,319,16,153,2581
2021,Waltham Forest 023D,E01004432,1314,530,193,225,10,102,1844
2021,Waltham Forest 026E,E01004434,1485,568,230,204,21,113,2053
2021,Waltham Forest 023E,E01004435,1392,629,223,258,19,129,2021
2021,Waltham Forest 021B,E01004436,1211,266,109,95,4,58,1477
2021,Waltham Forest 021C,E01004437,1243,461,196,184,6,75,1704
2021,Waltham Forest 024C,E01004438,1545,516,244,190,11,71,2061
2021,Waltham Forest 021D,E01004439,1202,365,163,134,5,63,1567
2021,Waltham Forest 024D,E01004440,1490,498,228,197,11,62,1988
2021,Waltham Forest 024E,E01004441,1204,261,122,86,9,44,1465
2021,Waltham Forest 021E,E01004442,1249,239,102,88,5,44,1488
2021,Waltham Forest 016E,E01004443,1573,578,205,222,13,138,2151
2021,Waltham Forest 017D,E01004444,2041,669,262,276,19,112,2710
2021,Waltham Forest 018C,E01004445,1334,598,180,281,6,131,1932
2021,Waltham Forest 017E,E01004446,1735,791,255,331,22,183,2526
2021,Waltham Forest 016F,E01004447,1365,412,127,161,12,112,1777
2021,Waltham Forest 018D,E01004448,1473,362,144,134,11,73,1835
2021,Waltham Forest 018E,E01004449,1439,398,119,166,17,96,1837
2021,Waltham Forest 006A,E01004450,1409,253,81,120,8,44,1662
2021,Waltham Forest 005D,E01004451,1515,275,100,128,6,41,1790
2021,Waltham Forest 005E,E01004452,1437,384,127,165,9,83,1821
2021,Waltham Forest 006B,E01004453,1347,386,115,172,12,87,1733
2021,Waltham Forest 006C,E01004454,1499,387,122,179,11,75,1886
2021,Waltham Forest 006D,E01004455,1286,429,158,187,11,73,1715
2021,Waltham Forest 006E,E01004456,1345,282,94,116,8,64,1627
2021,Waltham Forest 012B,E01004457,1471,363,152,154,10,47,1834
2021,Waltham Forest 012C,E01004458,1390,561,198,226,14,123,1951
2021,Waltham Forest 012D,E01004459,1208,406,125,157,15,109,1614
2021,Waltham Forest 011D,E01004460,1362,602,233,259,9,101,1964
2021,Waltham Forest 011E,E01004462,1531,589,214,278,18,79,2120
2021,Waltham Forest 012E,E01004463,1667,269,122,105,2,40,1936
2021,Waltham Forest 013C,E01004464,1289,365,150,129,8,78,1654
2021,Waltham Forest 015B,E01004465,1295,228,102,73,12,41,1523
2021,Waltham Forest 015C,E01004466,1429,214,91,78,12,33,1643
2021,Waltham Forest 015D,E01004467,1685,578,204,241,11,122,2263
2021,Waltham Forest 015E,E01004468,1436,270,118,108,8,36,1706
2021,Waltham Forest 013D,E01004469,1460,387,139,148,24,76,1847
2021,Waltham Forest 013E,E01004470,1159,424,170,145,14,95,1583
2021,Waltham Forest 013F,E01004471,1306,383,142,161,9,71,1689
2021,Wandsworth 021A,E01004472,1534,199,137,39,2,21,1733
2021,Wandsworth 026A,E01004473,1502,202,125,54,4,19,1704
2021,Wandsworth 021B,E01004474,1681,268,147,78,6,37,1949
2021,Wandsworth 026B,E01004475,1295,140,86,37,1,16,1435
2021,Wandsworth 021C,E01004476,1526,243,154,62,7,20,1769
2021,Wandsworth 017A,E01004477,1437,145,111,23,3,8,1582
2021,Wandsworth 017B,E01004478,1327,155,114,34,2,5,1482
2021,Wandsworth 017C,E01004479,1340,133,92,32,0,9,1473
2021,Wandsworth 026C,E01004480,1547,132,99,18,0,15,1679
2021,Wandsworth 029A,E01004481,1384,209,105,63,7,34,1593
2021,Wandsworth 030A,E01004482,1282,244,141,75,4,24,1526
2021,Wandsworth 026D,E01004483,1724,314,164,105,8,37,2038
2021,Wandsworth 026E,E01004484,1304,145,84,51,0,10,1449
2021,Wandsworth 030B,E01004485,1430,254,114,69,6,65,1684
2021,Wandsworth 026F,E01004486,1270,122,68,39,4,11,1392
2021,Wandsworth 030C,E01004487,1289,161,93,50,1,17,1450
2021,Wandsworth 029B,E01004488,1189,97,60,29,0,8,1286
2021,Wandsworth 030D,E01004489,1185,104,52,31,2,19,1289
2021,Wandsworth 031A,E01004490,1342,118,73,27,1,17,1460
2021,Wandsworth 031B,E01004491,1939,488,276,172,3,37,2427
2021,Wandsworth 031C,E01004492,1396,244,123,78,4,39,1640
2021,Wandsworth 019A,E01004493,1573,272,158,84,4,26,1845
2021,Wandsworth 018A,E01004494,1449,269,147,88,5,29,1718
2021,Wandsworth 024A,E01004495,1162,373,181,126,15,51,1535
2021,Wandsworth 024B,E01004496,1662,198,128,53,2,15,1860
2021,Wandsworth 024C,E01004497,1292,101,70,23,0,8,1393
2021,Wandsworth 031D,E01004498,1477,114,91,19,1,3,1591
2021,Wandsworth 020A,E01004499,1298,264,191,59,2,12,1562
2021,Wandsworth 014A,E01004500,1523,357,218,100,6,33,1880
2021,Wandsworth 014B,E01004501,1186,313,177,101,4,31,1499
2021,Wandsworth 020B,E01004502,1376,209,125,62,5,17,1585
2021,Wandsworth 014C,E01004503,1381,269,179,66,2,22,1650
2021,Wandsworth 020C,E01004504,1247,223,121,65,11,26,1470
2021,Wandsworth 014D,E01004505,1241,328,204,84,6,34,1569
2021,Wandsworth 011A,E01004506,1741,417,293,85,5,34,2158
2021,Wandsworth 014E,E01004507,1966,535,375,115,8,37,2501
2021,Wandsworth 012A,E01004508,1748,204,134,47,2,21,1952
2021,Wandsworth 012B,E01004510,1566,222,136,54,9,23,1788
2021,Wandsworth 010B,E01004511,1364,173,125,39,0,9,1537
2021,Wandsworth 019B,E01004512,1295,107,59,31,0,17,1402
2021,Wandsworth 018B,E01004513,1448,417,246,120,7,44,1865
2021,Wandsworth 012C,E01004514,1526,186,123,47,1,15,1712
2021,Wandsworth 012D,E01004515,1368,274,184,76,2,12,1642
2021,Wandsworth 036A,E01004516,1502,198,100,50,10,38,1700
2021,Wandsworth 037A,E01004517,1572,582,259,213,26,84,2154
2021,Wandsworth 036B,E01004518,1437,244,109,74,9,52,1681
2021,Wandsworth 036C,E01004519,1327,363,152,130,17,64,1690
2021,Wandsworth 036D,E01004520,1101,263,113,90,1,59,1364
2021,Wandsworth 037B,E01004521,1594,332,178,98,9,47,1926
2021,Wandsworth 037C,E01004522,1286,378,136,151,44,47,1664
2021,Wandsworth 036E,E01004523,1332,248,116,86,7,39,1580
2021,Wandsworth 037D,E01004524,1316,465,179,191,15,80,1781
2021,Wandsworth 035A,E01004525,1305,550,231,209,23,87,1855
2021,Wandsworth 035B,E01004526,1386,308,118,127,7,56,1694
2021,Wandsworth 035C,E01004527,1302,286,128,97,9,52,1588
2021,Wandsworth 035D,E01004528,1271,337,159,122,9,47,1608
2021,Wandsworth 035E,E01004529,1632,386,173,138,11,64,2018
2021,Wandsworth 035F,E01004530,1383,311,121,111,16,63,1694
2021,Wandsworth 033A,E01004531,1430,245,119,74,6,46,1675
2021,Wandsworth 032A,E01004532,1226,144,68,52,3,21,1370
2021,Wandsworth 033B,E01004533,1246,161,66,59,2,34,1407
2021,Wandsworth 008A,E01004534,1667,179,121,41,2,15,1846
2021,Wandsworth 007A,E01004535,1247,506,222,199,15,70,1753
2021,Wandsworth 008B,E01004536,1587,695,366,256,9,64,2282
2021,Wandsworth 007B,E01004537,1546,471,265,153,8,45,2017
2021,Wandsworth 007C,E01004538,1785,575,321,178,23,53,2360
2021,Wandsworth 003A,E01004539,1496,505,299,154,8,44,2001
2021,Wandsworth 003B,E01004540,1776,390,221,127,11,31,2166
2021,Wandsworth 007D,E01004541,1287,364,180,127,5,52,1651
2021,Wandsworth 021D,E01004542,1410,107,77,19,3,8,1517
2021,Wandsworth 027A,E01004543,1575,127,73,33,2,19,1702
2021,Wandsworth 021E,E01004544,1315,152,96,41,0,15,1467
2021,Wandsworth 027B,E01004545,1660,218,145,57,5,11,1878
2021,Wandsworth 027C,E01004546,1370,79,49,18,1,11,1449
2021,Wandsworth 029C,E01004547,1267,112,45,40,10,17,1379
2021,Wandsworth 029D,E01004548,1686,286,156,89,7,34,1972
2021,Wandsworth 027D,E01004549,1476,150,85,44,5,16,1626
2021,Wandsworth 017D,E01004550,1180,123,61,42,3,17,1303
2021,Wandsworth 012E,E01004551,1272,262,182,67,2,11,1534
2021,Wandsworth 008C,E01004552,1635,259,190,50,5,14,1894
2021,Wandsworth 015A,E01004553,1530,175,135,31,1,8,1705
2021,Wandsworth 009A,E01004554,1426,166,136,19,4,7,1592
2021,Wandsworth 017E,E01004555,1496,168,138,22,1,7,1664
2021,Wandsworth 009B,E01004556,1363,197,161,29,0,7,1560
2021,Wandsworth 015B,E01004557,1429,224,130,77,2,15,1653
2021,Wandsworth 015C,E01004558,1487,268,211,42,1,14,1755
2021,Wandsworth 015D,E01004559,1255,164,117,25,1,21,1419
2021,Wandsworth 001A,E01004560,1437,434,272,112,5,45,1871
2021,Wandsworth 039E,E01004563,1478,638,321,223,11,83,2116
2021,Wandsworth 039D,E01004564,1584,242,142,67,2,31,1826
2021,Wandsworth 005A,E01004565,1407,210,135,55,5,15,1617
2021,Wandsworth 001B,E01004566,1382,220,153,49,3,15,1602
2021,Wandsworth 039A,E01004567,1679,583,300,183,15,85,2262
2021,Wandsworth 013A,E01004568,1305,393,194,137,6,56,1698
2021,Wandsworth 023A,E01004569,1735,573,242,216,23,92,2308
2021,Wandsworth 023B,E01004570,1214,639,230,264,10,135,1853
2021,Wandsworth 023C,E01004571,1252,534,216,219,12,87,1786
2021,Wandsworth 016A,E01004572,1221,401,201,143,5,52,1622
2021,Wandsworth 023D,E01004573,1161,467,189,179,23,76,1628
2021,Wandsworth 013B,E01004574,1550,494,203,183,13,95,2044
2021,Wandsworth 013C,E01004575,1410,431,199,141,9,82,1841
2021,Wandsworth 013D,E01004576,1161,367,187,126,4,50,1528
2021,Wandsworth 003C,E01004577,1449,332,216,89,3,24,1781
2021,Wandsworth 004B,E01004579,1556,252,151,71,5,25,1808
2021,Wandsworth 004C,E01004580,1582,461,315,114,1,31,2043
2021,Wandsworth 004D,E01004581,1356,375,225,107,5,38,1731
2021,Wandsworth 001C,E01004582,1690,454,303,112,1,38,2144
2021,Wandsworth 001D,E01004583,1308,362,201,105,6,50,1670
2021,Wandsworth 003D,E01004584,1336,342,153,128,12,49,1678
2021,Wandsworth 008D,E01004585,1610,166,129,31,0,6,1776
2021,Wandsworth 009C,E01004586,1658,182,141,36,0,5,1840
2021,Wandsworth 009D,E01004587,1490,257,190,51,1,15,1747
2021,Wandsworth 008E,E01004588,1764,198,154,38,3,3,1962
2021,Wandsworth 009E,E01004589,1509,216,160,38,3,15,1725
2021,Wandsworth 005B,E01004590,1569,222,116,77,3,26,1791
2021,Wandsworth 005C,E01004591,1534,302,194,71,7,30,1836
2021,Wandsworth 005D,E01004592,1485,138,86,38,1,13,1623
2021,Wandsworth 025A,E01004593,1529,306,191,85,4,26,1835
2021,Wandsworth 020D,E01004594,1426,189,131,42,0,16,1615
2021,Wandsworth 025B,E01004595,1448,267,152,83,7,25,1715
2021,Wandsworth 020E,E01004596,1350,182,121,39,2,20,1532
2021,Wandsworth 025C,E01004597,1555,230,130,53,8,39,1785
2021,Wandsworth 025D,E01004598,1752,271,192,51,8,20,2023
2021,Wandsworth 025E,E01004599,1372,101,87,9,0,5,1473
2021,Wandsworth 018D,E01004601,1940,453,228,134,20,71,2393
2021,Wandsworth 010C,E01004602,1413,189,122,37,12,18,1602
2021,Wandsworth 006A,E01004604,1435,79,63,15,0,1,1514
2021,Wandsworth 006B,E01004605,1557,182,124,44,0,14,1739
2021,Wandsworth 006C,E01004606,1480,121,92,26,0,3,1601
2021,Wandsworth 006D,E01004607,1432,157,108,38,2,9,1589
2021,Wandsworth 006E,E01004608,1392,250,167,60,7,16,1642
2021,Wandsworth 010E,E01004609,1738,346,251,70,4,21,2084
2021,Wandsworth 033C,E01004610,1543,395,195,132,14,54,1938
2021,Wandsworth 032B,E01004611,1240,256,125,81,6,44,1496
2021,Wandsworth 032C,E01004612,1159,386,152,136,12,86,1545
2021,Wandsworth 033D,E01004613,1229,427,161,165,15,86,1656
2021,Wandsworth 034A,E01004614,1528,381,162,158,13,48,1909
2021,Wandsworth 034B,E01004615,1300,283,115,96,7,65,1583
2021,Wandsworth 034C,E01004616,1386,450,187,176,6,81,1836
2021,Wandsworth 034D,E01004617,1464,393,182,139,8,64,1857
2021,Wandsworth 032D,E01004618,1278,183,101,52,5,25,1461
