date,geography,geography code,"Household language (English and Welsh): All adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","Household language (English and Welsh): No people in household have English in England, or English or Welsh in Wales as a main language",Household language (English and Welsh): Total: All households
2021,Southwark 022D,E01004010,443,62,27,100,632
2021,Southwark 019B,E01004011,615,86,22,105,828
2021,Southwark 019C,E01004012,650,123,30,119,922
2021,Southwark 019D,E01004013,503,70,18,66,657
2021,Southwark 019E,E01004014,602,85,42,86,815
2021,Southwark 028C,E01004015,630,39,10,27,706
2021,Southwark 029B,E01004016,878,65,16,30,989
2021,Southwark 029C,E01004017,557,49,21,22,649
2021,Southwark 032E,E01004018,674,57,13,35,779
2021,Southwark 026C,E01004019,732,57,10,43,842
2021,Southwark 029D,E01004020,624,56,19,37,736
2021,Southwark 028D,E01004021,877,64,10,51,1002
2021,Southwark 004D,E01004023,504,99,13,95,711
2021,Southwark 011C,E01004024,617,79,30,90,816
2021,Southwark 004E,E01004028,830,97,29,140,1096
2021,Southwark 001A,E01004029,657,102,19,154,932
2021,Southwark 007A,E01004030,605,59,9,70,743
2021,Southwark 007B,E01004031,707,157,23,197,1084
2021,Southwark 001B,E01004032,440,91,17,110,658
2021,Southwark 007C,E01004033,835,115,17,177,1144
2021,Southwark 007D,E01004034,472,81,19,82,654
2021,Southwark 011D,E01004035,446,50,25,73,594
2021,Southwark 007E,E01004036,574,95,31,159,859
2021,Southwark 010B,E01004037,620,67,39,151,877
2021,Southwark 010C,E01004038,733,90,32,178,1033
2021,Southwark 013B,E01004039,406,101,20,107,634
2021,Southwark 013C,E01004040,554,82,39,100,775
2021,Southwark 013D,E01004041,466,68,31,125,690
2021,Southwark 010D,E01004042,617,70,19,117,823
2021,Southwark 010E,E01004043,468,67,10,39,584
2021,Southwark 013E,E01004044,431,71,16,44,562
2021,Southwark 027A,E01004045,517,56,12,56,641
2021,Southwark 028E,E01004046,575,42,3,23,643
2021,Southwark 027B,E01004047,452,92,14,58,616
2021,Southwark 027C,E01004048,544,53,16,76,689
2021,Southwark 027D,E01004049,404,48,28,37,517
2021,Southwark 024D,E01004050,522,60,6,41,629
2021,Southwark 027E,E01004051,506,34,8,36,584
2021,Southwark 024E,E01004052,672,60,9,33,774
2021,Southwark 001C,E01004053,651,104,17,117,889
2021,Southwark 001D,E01004054,519,93,14,101,727
2021,Southwark 001E,E01004055,440,37,13,39,529
2021,Southwark 008A,E01004056,746,118,20,140,1024
2021,Southwark 008B,E01004057,641,93,45,170,949
2021,Southwark 008C,E01004058,558,128,8,150,844
2021,Southwark 008D,E01004059,578,155,14,150,897
2021,Southwark 008E,E01004060,623,108,18,122,871
2021,Southwark 025A,E01004061,631,59,2,42,734
2021,Southwark 025B,E01004062,792,80,25,86,983
2021,Southwark 025C,E01004063,766,58,4,28,856
2021,Southwark 026D,E01004064,682,75,14,45,816
2021,Southwark 025D,E01004065,560,42,1,27,630
2021,Southwark 025E,E01004066,694,79,23,54,850
2021,Southwark 022E,E01004067,660,103,31,136,930
2021,Southwark 026E,E01004068,712,50,9,43,814
2021,Southwark 031A,E01004069,439,25,3,14,481
2021,Southwark 031B,E01004070,637,54,16,24,731
2021,Southwark 030D,E01004071,556,35,9,38,638
2021,Southwark 030E,E01004072,561,35,7,22,625
2021,Southwark 031C,E01004073,599,76,7,18,700
2021,Southwark 031D,E01004074,560,43,5,8,616
2021,Southwark 031E,E01004075,560,39,11,14,624
2021,Sutton 011A,E01004076,519,52,14,35,620
2021,Sutton 011B,E01004077,563,37,12,27,639
2021,Sutton 011C,E01004078,612,41,18,27,698
2021,Sutton 011D,E01004079,427,39,13,14,493
2021,Sutton 011E,E01004080,426,47,11,25,509
2021,Sutton 011F,E01004081,537,42,25,30,634
2021,Sutton 011G,E01004082,406,50,17,24,497
2021,Sutton 019A,E01004083,532,30,10,38,610
2021,Sutton 024A,E01004084,427,50,7,28,512
2021,Sutton 024B,E01004085,499,53,9,20,581
2021,Sutton 019B,E01004086,544,71,37,74,726
2021,Sutton 017A,E01004087,452,42,15,29,538
2021,Sutton 019C,E01004088,644,50,11,42,747
2021,Sutton 019D,E01004089,449,41,19,45,554
2021,Sutton 021A,E01004090,449,41,20,62,572
2021,Sutton 022A,E01004091,432,24,13,12,481
2021,Sutton 022B,E01004092,476,60,14,32,582
2021,Sutton 025A,E01004093,492,41,40,41,614
2021,Sutton 025B,E01004094,661,43,28,45,777
2021,Sutton 025C,E01004095,512,40,33,40,625
2021,Sutton 021B,E01004096,586,52,32,86,756
2021,Sutton 015A,E01004097,565,28,11,20,624
2021,Sutton 015B,E01004098,464,20,10,19,513
2021,Sutton 015C,E01004099,699,33,10,30,772
2021,Sutton 015D,E01004100,503,34,14,23,574
2021,Sutton 013A,E01004101,464,27,18,28,537
2021,Sutton 015E,E01004102,528,39,11,22,600
2021,Sutton 013B,E01004103,615,42,28,61,746
2021,Sutton 020A,E01004104,503,24,9,17,553
2021,Sutton 022C,E01004105,600,38,17,28,683
2021,Sutton 022D,E01004106,504,23,10,15,552
2021,Sutton 020B,E01004107,543,27,23,29,622
2021,Sutton 024C,E01004108,608,45,21,22,696
2021,Sutton 024D,E01004109,584,28,13,7,632
2021,Sutton 016A,E01004110,755,46,17,43,861
2021,Sutton 016B,E01004111,596,48,18,19,681
2021,Sutton 016C,E01004112,613,36,9,15,673
2021,Sutton 025D,E01004114,518,42,7,23,590
2021,Sutton 009A,E01004115,575,47,20,32,674
2021,Sutton 008A,E01004116,561,36,13,23,633
2021,Sutton 006A,E01004117,458,28,14,16,516
2021,Sutton 009B,E01004118,563,56,28,44,691
2021,Sutton 009C,E01004119,428,29,17,26,500
2021,Sutton 016D,E01004120,493,30,11,12,546
2021,Sutton 006B,E01004121,526,49,16,35,626
2021,Sutton 008B,E01004122,476,27,10,20,533
2021,Sutton 002A,E01004123,577,87,46,104,814
2021,Sutton 002B,E01004124,503,75,30,61,669
2021,Sutton 001A,E01004125,501,46,25,43,615
2021,Sutton 002C,E01004126,461,43,23,38,565
2021,Sutton 005A,E01004127,530,57,29,36,652
2021,Sutton 002D,E01004128,439,29,20,37,525
2021,Sutton 002E,E01004129,579,58,32,59,728
2021,Sutton 003A,E01004130,557,43,22,34,656
2021,Sutton 003B,E01004131,545,44,24,64,677
2021,Sutton 009D,E01004132,449,33,15,13,510
2021,Sutton 009E,E01004133,456,30,27,26,539
2021,Sutton 003C,E01004134,425,64,24,47,560
2021,Sutton 003D,E01004135,412,36,23,38,509
2021,Sutton 003E,E01004136,465,46,14,30,555
2021,Sutton 012A,E01004137,846,75,42,198,1161
2021,Sutton 013C,E01004138,591,51,34,75,751
2021,Sutton 013D,E01004139,498,43,27,67,635
2021,Sutton 012B,E01004140,564,69,42,114,789
2021,Sutton 012C,E01004141,591,60,29,74,754
2021,Sutton 014A,E01004143,491,51,25,60,627
2021,Sutton 007A,E01004144,505,64,29,54,652
2021,Sutton 007B,E01004145,634,70,47,57,808
2021,Sutton 007C,E01004146,541,64,36,91,732
2021,Sutton 007D,E01004147,523,35,17,19,594
2021,Sutton 014B,E01004148,513,52,47,67,679
2021,Sutton 012E,E01004149,635,45,27,81,788
2021,Sutton 021C,E01004150,795,63,41,156,1055
2021,Sutton 021D,E01004151,663,52,29,102,846
2021,Sutton 018A,E01004152,663,55,32,87,837
2021,Sutton 021E,E01004153,653,67,41,129,890
2021,Sutton 022E,E01004154,481,40,20,24,565
2021,Sutton 018B,E01004155,651,48,36,102,837
2021,Sutton 018C,E01004156,674,74,53,142,943
2021,Sutton 016E,E01004157,394,35,8,12,449
2021,Sutton 018D,E01004158,596,44,14,66,720
2021,Sutton 014C,E01004159,520,42,25,30,617
2021,Sutton 014D,E01004160,539,46,25,71,681
2021,Sutton 014E,E01004161,510,44,16,32,602
2021,Sutton 018E,E01004162,546,54,43,98,741
2021,Sutton 005B,E01004163,551,38,17,28,634
2021,Sutton 004A,E01004164,566,24,10,18,618
2021,Sutton 005C,E01004165,610,40,13,47,710
2021,Sutton 004B,E01004166,606,37,15,18,676
2021,Sutton 005D,E01004167,478,51,18,34,581
2021,Sutton 013E,E01004168,513,32,18,18,581
2021,Sutton 004C,E01004169,566,53,28,55,702
2021,Sutton 017B,E01004170,739,54,29,91,913
2021,Sutton 010A,E01004171,502,32,14,26,574
2021,Sutton 010B,E01004172,701,57,29,57,844
2021,Sutton 010C,E01004173,479,25,7,13,524
2021,Sutton 017C,E01004174,587,31,11,53,682
2021,Sutton 010D,E01004175,609,35,4,43,691
2021,Sutton 010E,E01004176,539,34,16,26,615
2021,Sutton 020C,E01004177,796,41,19,51,907
2021,Sutton 017D,E01004178,886,55,34,85,1060
2021,Sutton 017E,E01004179,523,37,16,29,605
2021,Sutton 020D,E01004180,554,32,11,28,625
2021,Sutton 020E,E01004181,673,48,19,44,784
2021,Sutton 019E,E01004182,578,35,28,30,671
2021,Sutton 001B,E01004183,551,41,27,60,679
2021,Sutton 001C,E01004184,503,48,22,32,605
2021,Sutton 001D,E01004185,656,50,28,72,806
2021,Sutton 004D,E01004186,634,37,25,70,766
2021,Sutton 005E,E01004187,546,36,21,39,642
2021,Sutton 001E,E01004189,611,62,43,52,768
2021,Sutton 008C,E01004190,443,29,10,25,507
2021,Sutton 008D,E01004191,568,56,32,57,713
2021,Sutton 006C,E01004192,602,64,25,37,728
2021,Sutton 006D,E01004193,886,85,30,54,1055
2021,Sutton 008E,E01004194,587,39,20,48,694
2021,Sutton 006E,E01004195,539,62,22,60,683
2021,Sutton 008F,E01004196,508,52,23,25,608
2021,Tower Hamlets 002B,E01004198,357,134,27,59,577
2021,Tower Hamlets 002C,E01004199,350,119,27,62,558
2021,Tower Hamlets 005A,E01004200,422,86,12,55,575
2021,Tower Hamlets 002D,E01004201,530,97,16,34,677
2021,Tower Hamlets 005B,E01004202,567,162,24,71,824
2021,Tower Hamlets 005C,E01004203,458,124,15,79,676
2021,Tower Hamlets 005D,E01004204,450,152,12,96,710
2021,Tower Hamlets 013A,E01004205,386,194,42,143,765
2021,Tower Hamlets 013B,E01004206,255,129,27,137,548
2021,Tower Hamlets 011A,E01004207,341,94,22,53,510
2021,Tower Hamlets 013C,E01004208,473,107,13,129,722
2021,Tower Hamlets 011B,E01004209,230,130,29,64,453
2021,Tower Hamlets 013D,E01004211,509,122,12,100,743
2021,Tower Hamlets 011D,E01004212,484,140,30,130,784
2021,Tower Hamlets 030A,E01004214,395,113,29,100,637
2021,Tower Hamlets 030B,E01004216,467,118,33,115,733
2021,Tower Hamlets 030C,E01004217,530,129,32,142,833
2021,Tower Hamlets 030D,E01004218,526,117,26,118,787
2021,Tower Hamlets 035B,E01004219,575,213,42,198,1028
2021,Tower Hamlets 036A,E01004221,520,133,15,149,817
2021,Tower Hamlets 001A,E01004222,804,153,26,137,1120
2021,Tower Hamlets 001B,E01004223,750,104,27,57,938
2021,Tower Hamlets 001D,E01004226,646,143,35,87,911
2021,Tower Hamlets 003A,E01004228,679,67,10,61,817
2021,Tower Hamlets 004C,E01004229,361,102,16,59,538
2021,Tower Hamlets 003B,E01004230,614,129,24,66,833
2021,Tower Hamlets 004D,E01004231,366,136,12,73,587
2021,Tower Hamlets 003C,E01004232,491,101,15,30,637
2021,Tower Hamlets 003D,E01004233,633,146,23,130,932
2021,Tower Hamlets 003E,E01004234,742,132,7,56,937
2021,Tower Hamlets 008A,E01004235,297,95,28,66,486
2021,Tower Hamlets 008B,E01004236,271,136,23,63,493
2021,Tower Hamlets 008C,E01004237,418,79,39,87,623
2021,Tower Hamlets 008E,E01004239,319,129,52,39,539
2021,Tower Hamlets 012A,E01004240,324,131,33,56,544
2021,Tower Hamlets 012B,E01004241,298,134,30,81,543
2021,Tower Hamlets 020A,E01004243,229,115,29,85,458
2021,Tower Hamlets 020B,E01004244,451,153,20,85,709
2021,Tower Hamlets 018A,E01004245,599,238,36,195,1068
2021,Tower Hamlets 020C,E01004247,449,205,47,162,863
2021,Tower Hamlets 018C,E01004248,388,130,31,65,614
2021,Tower Hamlets 018D,E01004249,443,182,57,93,775
2021,Tower Hamlets 023A,E01004251,561,178,46,148,933
2021,Tower Hamlets 023C,E01004255,353,153,24,90,620
2021,Tower Hamlets 024C,E01004256,327,125,34,112,598
2021,Tower Hamlets 024D,E01004257,442,162,44,104,752
2021,Tower Hamlets 023D,E01004258,496,82,13,98,689
2021,Tower Hamlets 007A,E01004259,551,106,25,100,782
2021,Tower Hamlets 007B,E01004260,361,145,21,75,602
2021,Tower Hamlets 007C,E01004263,331,88,20,47,486
2021,Tower Hamlets 010C,E01004264,174,149,23,95,441
2021,Tower Hamlets 007D,E01004266,411,105,9,27,552
2021,Tower Hamlets 012D,E01004267,655,130,27,90,902
2021,Tower Hamlets 012E,E01004268,448,137,28,118,731
2021,Tower Hamlets 014B,E01004270,551,179,16,95,841
2021,Tower Hamlets 014C,E01004271,580,171,58,98,907
2021,Tower Hamlets 014D,E01004272,446,224,64,138,872
2021,Tower Hamlets 031A,E01004274,351,176,20,118,665
2021,Tower Hamlets 031B,E01004275,574,151,43,119,887
2021,Tower Hamlets 031C,E01004276,663,105,34,154,956
2021,Tower Hamlets 033A,E01004277,539,82,10,224,855
2021,Tower Hamlets 032A,E01004280,446,146,32,124,748
2021,Tower Hamlets 031D,E01004281,476,135,17,183,811
2021,Tower Hamlets 016A,E01004283,410,186,42,95,733
2021,Tower Hamlets 019C,E01004286,542,191,21,99,853
2021,Tower Hamlets 016B,E01004287,497,165,47,169,878
2021,Tower Hamlets 019D,E01004288,371,132,29,78,610
2021,Tower Hamlets 016C,E01004289,405,164,18,73,660
2021,Tower Hamlets 016D,E01004290,492,138,28,116,774
2021,Tower Hamlets 027A,E01004291,790,108,7,100,1005
2021,Tower Hamlets 026A,E01004292,553,106,11,97,767
2021,Tower Hamlets 027B,E01004293,740,114,7,143,1004
2021,Tower Hamlets 026C,E01004295,359,161,47,102,669
2021,Tower Hamlets 026D,E01004296,720,162,25,192,1099
2021,Tower Hamlets 027C,E01004297,667,109,15,91,882
2021,Tower Hamlets 022A,E01004298,313,125,22,109,569
2021,Tower Hamlets 022B,E01004300,306,128,22,79,535
2021,Tower Hamlets 025B,E01004301,248,122,21,86,477
2021,Tower Hamlets 025C,E01004302,251,136,48,119,554
2021,Tower Hamlets 025D,E01004303,620,201,53,133,1007
2021,Tower Hamlets 022C,E01004304,300,171,27,121,619
2021,Tower Hamlets 022D,E01004305,365,158,36,107,666
2021,Tower Hamlets 015A,E01004306,385,162,19,122,688
2021,Tower Hamlets 015B,E01004307,719,128,8,173,1028
2021,Tower Hamlets 015C,E01004308,270,135,16,89,510
2021,Tower Hamlets 015D,E01004309,480,217,20,223,940
2021,Tower Hamlets 015E,E01004310,453,185,28,177,843
2021,Tower Hamlets 006A,E01004311,522,112,21,102,757
2021,Tower Hamlets 009A,E01004312,292,114,23,56,485
2021,Tower Hamlets 009B,E01004313,465,172,35,132,804
2021,Tower Hamlets 006C,E01004315,438,127,7,88,660
2021,Tower Hamlets 009C,E01004316,276,89,20,54,439
2021,Tower Hamlets 021A,E01004319,392,241,39,170,842
2021,Tower Hamlets 021C,E01004321,436,168,23,217,844
2021,Tower Hamlets 017A,E01004322,296,100,26,102,524
2021,Tower Hamlets 017B,E01004323,271,121,23,59,474
2021,Tower Hamlets 017C,E01004324,267,134,26,92,519
2021,Tower Hamlets 017D,E01004326,433,151,40,143,767
2021,Waltham Forest 028A,E01004327,316,65,48,44,473
2021,Waltham Forest 028B,E01004328,408,84,37,130,659
2021,Waltham Forest 028C,E01004329,434,80,29,97,640
2021,Waltham Forest 028D,E01004330,438,82,20,69,609
2021,Waltham Forest 028E,E01004331,412,80,36,76,604
2021,Waltham Forest 028F,E01004332,397,105,27,122,651
2021,Waltham Forest 024A,E01004333,392,88,32,71,583
2021,Waltham Forest 024B,E01004334,407,88,24,97,616
2021,Waltham Forest 027A,E01004335,430,99,23,62,614
2021,Waltham Forest 026A,E01004336,318,94,18,155,585
2021,Waltham Forest 027B,E01004337,439,95,22,91,647
2021,Waltham Forest 027C,E01004338,357,133,26,131,647
2021,Waltham Forest 027D,E01004339,500,88,23,84,695
2021,Waltham Forest 027E,E01004340,493,103,24,94,714
2021,Waltham Forest 027F,E01004341,531,76,28,106,741
2021,Waltham Forest 011A,E01004342,508,109,26,80,723
2021,Waltham Forest 008A,E01004343,521,72,16,42,651
2021,Waltham Forest 008B,E01004344,465,99,33,67,664
2021,Waltham Forest 010A,E01004345,434,93,24,66,617
2021,Waltham Forest 011B,E01004346,443,65,14,45,567
2021,Waltham Forest 011C,E01004347,614,92,23,75,804
2021,Waltham Forest 010B,E01004348,846,126,45,181,1198
2021,Waltham Forest 001A,E01004349,466,45,18,22,551
2021,Waltham Forest 001B,E01004350,820,49,11,40,920
2021,Waltham Forest 001C,E01004351,574,30,8,25,637
2021,Waltham Forest 002A,E01004352,714,41,12,25,792
2021,Waltham Forest 002B,E01004353,720,33,3,32,788
2021,Waltham Forest 002C,E01004354,654,46,21,54,775
2021,Waltham Forest 004A,E01004355,573,39,24,46,682
2021,Waltham Forest 001D,E01004356,470,64,19,39,592
2021,Waltham Forest 001E,E01004357,492,48,10,26,576
2021,Waltham Forest 002D,E01004358,765,49,19,48,881
2021,Waltham Forest 002E,E01004359,521,46,5,23,595
2021,Waltham Forest 004B,E01004360,423,34,4,14,475
2021,Waltham Forest 005A,E01004361,419,44,9,23,495
2021,Waltham Forest 021A,E01004362,543,52,17,65,677
2021,Waltham Forest 019A,E01004363,368,75,19,57,519
2021,Waltham Forest 019B,E01004364,391,125,33,70,619
2021,Waltham Forest 020A,E01004365,402,162,53,179,796
2021,Waltham Forest 019C,E01004366,497,86,15,68,666
2021,Waltham Forest 019D,E01004367,342,88,19,79,528
2021,Waltham Forest 019E,E01004368,506,138,21,114,779
2021,Waltham Forest 023A,E01004369,417,78,32,108,635
2021,Waltham Forest 023B,E01004370,576,88,28,113,805
2021,Waltham Forest 025A,E01004371,412,91,28,76,607
2021,Waltham Forest 023C,E01004372,514,68,26,81,689
2021,Waltham Forest 025B,E01004373,441,94,26,121,682
2021,Waltham Forest 025C,E01004374,452,100,19,134,705
2021,Waltham Forest 025D,E01004375,429,110,20,146,705
2021,Waltham Forest 025E,E01004376,366,131,13,146,656
2021,Waltham Forest 010C,E01004377,516,61,13,28,618
2021,Waltham Forest 010D,E01004378,542,77,14,43,676
2021,Waltham Forest 007A,E01004379,606,50,20,51,727
2021,Waltham Forest 007B,E01004380,521,60,11,28,620
2021,Waltham Forest 007C,E01004381,632,62,10,38,742
2021,Waltham Forest 008C,E01004382,481,82,23,40,626
2021,Waltham Forest 007D,E01004383,509,34,12,26,581
2021,Waltham Forest 003A,E01004384,623,58,21,44,746
2021,Waltham Forest 003B,E01004385,572,34,14,35,655
2021,Waltham Forest 003C,E01004386,582,31,7,28,648
2021,Waltham Forest 007E,E01004387,488,22,3,8,521
2021,Waltham Forest 007F,E01004388,545,42,24,48,659
2021,Waltham Forest 003D,E01004389,587,50,11,44,692
2021,Waltham Forest 003E,E01004390,524,53,18,35,630
2021,Waltham Forest 014A,E01004391,711,114,31,121,977
2021,Waltham Forest 017A,E01004392,632,138,49,163,982
2021,Waltham Forest 014B,E01004393,541,83,28,115,767
2021,Waltham Forest 017B,E01004394,562,97,20,110,789
2021,Waltham Forest 018A,E01004395,461,75,11,47,594
2021,Waltham Forest 012A,E01004396,435,118,29,115,697
2021,Waltham Forest 017C,E01004397,734,177,42,176,1129
2021,Waltham Forest 009A,E01004398,464,104,29,67,664
2021,Waltham Forest 009B,E01004399,424,97,29,48,598
2021,Waltham Forest 009C,E01004400,452,87,33,81,653
2021,Waltham Forest 014C,E01004401,642,104,38,104,888
2021,Waltham Forest 009D,E01004402,478,85,30,61,654
2021,Waltham Forest 009E,E01004403,660,107,31,100,898
2021,Waltham Forest 014D,E01004404,758,132,69,146,1105
2021,Waltham Forest 020B,E01004405,433,88,27,63,611
2021,Waltham Forest 016A,E01004406,471,91,34,142,738
2021,Waltham Forest 013A,E01004407,408,85,30,143,666
2021,Waltham Forest 016B,E01004408,541,83,13,74,711
2021,Waltham Forest 016C,E01004409,548,68,56,83,755
2021,Waltham Forest 013B,E01004410,639,83,28,75,825
2021,Waltham Forest 016D,E01004411,511,90,29,137,767
2021,Waltham Forest 015A,E01004412,603,69,21,58,751
2021,Waltham Forest 004C,E01004413,614,33,15,43,705
2021,Waltham Forest 005B,E01004414,467,82,19,67,635
2021,Waltham Forest 004D,E01004415,509,54,15,43,621
2021,Waltham Forest 004E,E01004416,610,54,19,37,720
2021,Waltham Forest 005C,E01004417,509,82,26,82,699
2021,Waltham Forest 008D,E01004418,492,70,29,58,649
2021,Waltham Forest 008E,E01004419,687,111,48,81,927
2021,Waltham Forest 020C,E01004420,416,111,48,163,738
2021,Waltham Forest 018B,E01004421,329,144,28,94,595
2021,Waltham Forest 022A,E01004422,681,140,38,122,981
2021,Waltham Forest 020D,E01004423,435,99,42,136,712
2021,Waltham Forest 022B,E01004424,458,116,28,133,735
2021,Waltham Forest 022C,E01004425,594,89,52,101,836
2021,Waltham Forest 022D,E01004426,412,114,14,62,602
2021,Waltham Forest 022E,E01004427,547,88,48,145,828
2021,Waltham Forest 026B,E01004428,506,106,26,69,707
2021,Waltham Forest 026C,E01004429,499,98,22,79,698
2021,Waltham Forest 026D,E01004430,658,191,37,190,1076
2021,Waltham Forest 023D,E01004432,449,108,39,105,701
2021,Waltham Forest 026E,E01004434,483,133,23,110,749
2021,Waltham Forest 023E,E01004435,517,102,29,170,818
2021,Waltham Forest 021B,E01004436,426,82,12,56,576
2021,Waltham Forest 021C,E01004437,509,78,20,144,751
2021,Waltham Forest 024C,E01004438,535,116,25,118,794
2021,Waltham Forest 021D,E01004439,475,77,23,87,662
2021,Waltham Forest 024D,E01004440,563,101,21,121,806
2021,Waltham Forest 024E,E01004441,478,68,16,47,609
2021,Waltham Forest 021E,E01004442,495,67,13,44,619
2021,Waltham Forest 016E,E01004443,488,149,25,121,783
2021,Waltham Forest 017D,E01004444,802,153,52,146,1153
2021,Waltham Forest 018C,E01004445,439,120,29,91,679
2021,Waltham Forest 017E,E01004446,521,145,41,90,797
2021,Waltham Forest 016F,E01004447,465,95,23,70,653
2021,Waltham Forest 018D,E01004448,578,93,24,67,762
2021,Waltham Forest 018E,E01004449,431,110,27,70,638
2021,Waltham Forest 006A,E01004450,493,60,20,31,604
2021,Waltham Forest 005D,E01004451,513,54,20,43,630
2021,Waltham Forest 005E,E01004452,574,68,34,90,766
2021,Waltham Forest 006B,E01004453,465,86,37,70,658
2021,Waltham Forest 006C,E01004454,500,95,33,64,692
2021,Waltham Forest 006D,E01004455,423,72,28,81,604
2021,Waltham Forest 006E,E01004456,431,66,21,44,562
2021,Waltham Forest 012B,E01004457,575,90,21,70,756
2021,Waltham Forest 012C,E01004458,489,110,33,127,759
2021,Waltham Forest 012D,E01004459,311,137,25,50,523
2021,Waltham Forest 011D,E01004460,446,109,28,120,703
2021,Waltham Forest 011E,E01004462,539,123,34,137,833
2021,Waltham Forest 012E,E01004463,745,68,30,52,895
2021,Waltham Forest 013C,E01004464,489,68,30,97,684
2021,Waltham Forest 015B,E01004465,455,54,21,38,568
2021,Waltham Forest 015C,E01004466,562,60,13,37,672
2021,Waltham Forest 015D,E01004467,611,117,60,123,911
2021,Waltham Forest 015E,E01004468,536,74,15,44,669
2021,Waltham Forest 013D,E01004469,447,106,37,55,645
2021,Waltham Forest 013E,E01004470,434,73,22,71,600
2021,Waltham Forest 013F,E01004471,446,100,31,79,656
2021,Wandsworth 021A,E01004472,646,48,10,52,756
2021,Wandsworth 026A,E01004473,636,56,11,50,753
2021,Wandsworth 021B,E01004474,814,56,13,101,984
2021,Wandsworth 026B,E01004475,548,50,5,32,635
2021,Wandsworth 021C,E01004476,720,68,7,90,885
2021,Wandsworth 017A,E01004477,519,50,16,24,609
2021,Wandsworth 017B,E01004478,441,46,16,19,522
2021,Wandsworth 017C,E01004479,528,39,7,34,608
2021,Wandsworth 026C,E01004480,594,44,7,25,670
2021,Wandsworth 029A,E01004481,576,49,9,54,688
2021,Wandsworth 030A,E01004482,488,54,11,55,608
2021,Wandsworth 026D,E01004483,770,78,28,85,961
2021,Wandsworth 026E,E01004484,538,59,2,28,627
2021,Wandsworth 030B,E01004485,591,53,7,97,748
2021,Wandsworth 026F,E01004486,658,29,6,41,734
2021,Wandsworth 030C,E01004487,599,44,11,47,701
2021,Wandsworth 029B,E01004488,493,37,3,24,557
2021,Wandsworth 030D,E01004489,517,30,2,51,600
2021,Wandsworth 031A,E01004490,531,38,9,22,600
2021,Wandsworth 031B,E01004491,827,61,31,205,1124
2021,Wandsworth 031C,E01004492,601,62,14,64,741
2021,Wandsworth 019A,E01004493,694,69,22,60,845
2021,Wandsworth 018A,E01004494,642,81,19,61,803
2021,Wandsworth 024A,E01004495,340,117,16,48,521
2021,Wandsworth 024B,E01004496,795,69,10,60,934
2021,Wandsworth 024C,E01004497,458,45,5,13,521
2021,Wandsworth 031D,E01004498,669,48,5,23,745
2021,Wandsworth 020A,E01004499,554,69,8,73,704
2021,Wandsworth 014A,E01004500,771,88,15,110,984
2021,Wandsworth 014B,E01004501,515,71,19,60,665
2021,Wandsworth 020B,E01004502,564,58,12,51,685
2021,Wandsworth 014C,E01004503,569,71,10,67,717
2021,Wandsworth 020C,E01004504,442,56,13,43,554
2021,Wandsworth 014D,E01004505,591,79,20,91,781
2021,Wandsworth 011A,E01004506,856,108,14,126,1104
2021,Wandsworth 014E,E01004507,933,117,38,149,1237
2021,Wandsworth 012A,E01004508,848,61,5,66,980
2021,Wandsworth 012B,E01004510,724,68,8,63,863
2021,Wandsworth 010B,E01004511,541,66,10,35,652
2021,Wandsworth 019B,E01004512,538,38,3,29,608
2021,Wandsworth 018B,E01004513,623,106,19,98,846
2021,Wandsworth 012C,E01004514,691,58,9,43,801
2021,Wandsworth 012D,E01004515,597,84,4,81,766
2021,Wandsworth 036A,E01004516,415,55,6,27,503
2021,Wandsworth 037A,E01004517,598,103,26,159,886
2021,Wandsworth 036B,E01004518,524,63,14,52,653
2021,Wandsworth 036C,E01004519,447,81,20,65,613
2021,Wandsworth 036D,E01004520,333,56,14,36,439
2021,Wandsworth 037B,E01004521,589,87,24,60,760
2021,Wandsworth 037C,E01004522,469,60,30,81,640
2021,Wandsworth 036E,E01004523,566,59,19,65,709
2021,Wandsworth 037D,E01004524,553,108,37,118,816
2021,Wandsworth 035A,E01004525,449,92,46,139,726
2021,Wandsworth 035B,E01004526,574,84,29,66,753
2021,Wandsworth 035C,E01004527,470,67,10,53,600
2021,Wandsworth 035D,E01004528,542,66,23,84,715
2021,Wandsworth 035E,E01004529,689,84,28,86,887
2021,Wandsworth 035F,E01004530,562,80,13,83,738
2021,Wandsworth 033A,E01004531,505,93,16,38,652
2021,Wandsworth 032A,E01004532,534,48,12,27,621
2021,Wandsworth 033B,E01004533,520,48,14,30,612
2021,Wandsworth 008A,E01004534,680,58,10,44,792
2021,Wandsworth 007A,E01004535,440,87,52,128,707
2021,Wandsworth 008B,E01004536,602,113,30,134,879
2021,Wandsworth 007B,E01004537,650,114,33,134,931
2021,Wandsworth 007C,E01004538,765,133,33,154,1085
2021,Wandsworth 003A,E01004539,532,119,35,94,780
2021,Wandsworth 003B,E01004540,831,98,16,101,1046
2021,Wandsworth 007D,E01004541,561,79,17,114,771
2021,Wandsworth 021D,E01004542,533,39,7,18,597
2021,Wandsworth 027A,E01004543,639,45,4,28,716
2021,Wandsworth 021E,E01004544,511,36,4,37,588
