date,geography,geography code,Multiple main languages in household: All household members have the same main language,Multiple main languages in household: Any other combination of multiple main languages,"Multiple main languages in household: Main language differs between generations, but not within partnerships",Multiple main languages in household: Main language differs within partnerships,Multiple main languages in household: One-person household,Multiple main languages in household: Total: All households
2021,Richmond upon Thames 022C,E01003836,346,6,17,17,192,578
2021,Richmond upon Thames 022D,E01003837,549,13,11,44,272,889
2021,Richmond upon Thames 022E,E01003838,464,10,17,34,226,751
2021,Richmond upon Thames 022F,E01003839,570,18,30,47,371,1036
2021,Richmond upon Thames 013A,E01003840,344,54,40,39,106,583
2021,Richmond upon Thames 013B,E01003841,438,30,66,41,245,820
2021,Richmond upon Thames 013C,E01003842,429,20,24,26,111,610
2021,Richmond upon Thames 013D,E01003843,484,48,42,27,197,798
2021,Richmond upon Thames 013E,E01003844,383,15,8,16,127,549
2021,Richmond upon Thames 013F,E01003845,410,17,32,27,137,623
2021,Richmond upon Thames 002A,E01003846,436,20,12,32,115,615
2021,Richmond upon Thames 002B,E01003847,420,14,20,52,323,829
2021,Richmond upon Thames 004A,E01003848,494,18,23,52,231,818
2021,Richmond upon Thames 002C,E01003849,374,10,14,37,208,643
2021,Richmond upon Thames 002D,E01003851,440,13,5,23,174,655
2021,Richmond upon Thames 003A,E01003852,319,27,12,34,265,657
2021,Richmond upon Thames 003B,E01003853,360,16,9,32,177,594
2021,Richmond upon Thames 003C,E01003854,372,14,7,23,218,634
2021,Richmond upon Thames 003D,E01003855,489,12,31,39,328,899
2021,Richmond upon Thames 003E,E01003856,434,15,15,43,232,739
2021,Richmond upon Thames 003F,E01003857,485,15,22,37,193,752
2021,Richmond upon Thames 003G,E01003858,438,13,9,32,174,666
2021,Richmond upon Thames 005E,E01003859,427,8,19,17,138,609
2021,Richmond upon Thames 002E,E01003860,484,20,11,34,230,779
2021,Richmond upon Thames 004C,E01003861,516,19,24,52,284,895
2021,Richmond upon Thames 004D,E01003862,464,16,41,48,240,809
2021,Richmond upon Thames 004E,E01003863,316,18,26,31,231,622
2021,Richmond upon Thames 002F,E01003864,381,17,8,38,198,642
2021,Richmond upon Thames 004F,E01003865,359,13,26,28,163,589
2021,Richmond upon Thames 007A,E01003866,465,6,8,26,168,673
2021,Richmond upon Thames 011A,E01003867,384,20,18,36,138,596
2021,Richmond upon Thames 007B,E01003868,417,10,4,35,187,653
2021,Richmond upon Thames 011B,E01003869,435,18,14,38,182,687
2021,Richmond upon Thames 011C,E01003870,546,17,29,40,187,819
2021,Richmond upon Thames 007C,E01003871,461,9,15,39,173,697
2021,Richmond upon Thames 007D,E01003872,389,17,18,47,211,682
2021,Richmond upon Thames 006A,E01003873,407,7,6,45,332,797
2021,Richmond upon Thames 006B,E01003874,393,7,19,48,304,771
2021,Richmond upon Thames 006C,E01003875,393,19,25,44,168,649
2021,Richmond upon Thames 008B,E01003876,479,19,15,62,368,943
2021,Richmond upon Thames 008C,E01003877,363,8,9,47,256,683
2021,Richmond upon Thames 006D,E01003878,329,17,23,31,229,629
2021,Richmond upon Thames 008D,E01003879,338,9,17,47,164,575
2021,Richmond upon Thames 016A,E01003880,419,11,7,21,123,581
2021,Richmond upon Thames 016B,E01003881,291,5,9,19,154,478
2021,Richmond upon Thames 014A,E01003882,518,14,15,42,261,850
2021,Richmond upon Thames 014B,E01003883,568,7,11,27,264,877
2021,Richmond upon Thames 016C,E01003884,458,9,10,24,237,738
2021,Richmond upon Thames 016D,E01003885,431,9,7,26,171,644
2021,Richmond upon Thames 021A,E01003886,431,19,7,41,175,673
2021,Richmond upon Thames 021B,E01003887,494,11,2,35,262,804
2021,Richmond upon Thames 021C,E01003888,495,16,17,31,382,941
2021,Richmond upon Thames 021D,E01003889,455,10,9,30,249,753
2021,Richmond upon Thames 018C,E01003890,437,10,13,29,204,693
2021,Richmond upon Thames 018D,E01003891,486,6,12,29,326,859
2021,Richmond upon Thames 009A,E01003892,502,16,23,61,287,889
2021,Richmond upon Thames 009B,E01003893,368,13,16,61,292,750
2021,Richmond upon Thames 009C,E01003894,431,13,8,43,244,739
2021,Richmond upon Thames 009D,E01003895,437,15,19,35,217,723
2021,Richmond upon Thames 014C,E01003896,469,20,21,39,329,878
2021,Richmond upon Thames 014D,E01003897,487,16,18,43,308,872
2021,Richmond upon Thames 015A,E01003898,458,10,11,27,234,740
2021,Richmond upon Thames 015B,E01003899,390,8,24,27,175,624
2021,Richmond upon Thames 015C,E01003900,401,26,26,29,137,619
2021,Richmond upon Thames 015D,E01003901,476,15,9,23,88,611
2021,Richmond upon Thames 015E,E01003902,344,18,13,22,104,501
2021,Richmond upon Thames 015F,E01003903,409,19,44,17,94,583
2021,Richmond upon Thames 015G,E01003904,411,10,18,32,183,654
2021,Richmond upon Thames 010A,E01003905,334,18,11,16,151,530
2021,Richmond upon Thames 010B,E01003906,412,25,20,18,179,654
2021,Richmond upon Thames 010C,E01003907,398,15,28,28,177,646
2021,Richmond upon Thames 010D,E01003908,454,24,19,19,150,666
2021,Richmond upon Thames 010E,E01003909,415,23,18,25,156,637
2021,Richmond upon Thames 011D,E01003910,438,15,18,22,163,656
2021,Southwark 020A,E01003911,436,42,37,32,204,751
2021,Southwark 019A,E01003912,365,33,63,23,185,669
2021,Southwark 024A,E01003913,494,45,23,29,250,841
2021,Southwark 024B,E01003914,451,35,17,19,197,719
2021,Southwark 024C,E01003915,424,53,34,26,262,799
2021,Southwark 020B,E01003916,487,68,39,38,279,911
2021,Southwark 020C,E01003917,426,38,35,31,344,874
2021,Southwark 020D,E01003918,319,31,31,21,243,645
2021,Southwark 021A,E01003919,352,31,14,36,249,682
2021,Southwark 021B,E01003920,453,41,59,48,309,910
2021,Southwark 021C,E01003921,442,32,43,42,430,989
2021,Southwark 021D,E01003922,521,39,61,43,301,965
2021,Southwark 017A,E01003923,389,42,23,18,257,729
2021,Southwark 021E,E01003924,429,45,57,32,340,903
2021,Southwark 020E,E01003925,452,26,40,42,279,839
2021,Southwark 021F,E01003926,286,39,36,16,191,568
2021,Southwark 002B,E01003929,493,30,19,62,466,1070
2021,Southwark 034A,E01003930,366,34,28,32,289,749
2021,Southwark 034B,E01003932,335,40,39,23,252,689
2021,Southwark 034C,E01003933,490,63,27,75,362,1017
2021,Southwark 002C,E01003934,465,28,20,60,545,1118
2021,Southwark 002D,E01003935,192,17,15,23,172,419
2021,Southwark 009A,E01003936,323,27,13,29,189,581
2021,Southwark 009B,E01003937,333,70,19,41,304,767
2021,Southwark 006A,E01003938,368,62,48,30,243,751
2021,Southwark 002E,E01003939,417,65,23,49,325,879
2021,Southwark 006B,E01003940,317,58,33,23,199,630
2021,Southwark 006C,E01003941,476,53,23,49,363,964
2021,Southwark 006D,E01003942,333,58,38,23,186,638
2021,Southwark 009C,E01003943,295,51,52,24,166,588
2021,Southwark 033A,E01003945,455,23,22,26,201,727
2021,Southwark 033B,E01003946,433,27,33,35,226,754
2021,Southwark 033C,E01003947,366,30,44,18,143,601
2021,Southwark 033D,E01003948,456,11,22,46,260,795
2021,Southwark 032A,E01003949,463,23,10,47,317,860
2021,Southwark 032B,E01003950,475,31,35,24,243,808
2021,Southwark 033E,E01003951,360,13,11,17,149,550
2021,Southwark 030A,E01003952,445,16,8,43,177,689
2021,Southwark 028A,E01003953,524,25,9,40,348,946
2021,Southwark 030B,E01003954,435,12,5,25,178,655
2021,Southwark 028B,E01003955,498,21,14,37,239,809
2021,Southwark 030C,E01003956,467,28,8,32,195,730
2021,Southwark 032C,E01003957,494,18,4,35,150,701
2021,Southwark 032D,E01003958,500,21,29,35,188,773
2021,Southwark 012A,E01003960,382,57,41,32,255,767
2021,Southwark 012B,E01003961,420,51,54,35,325,885
2021,Southwark 016A,E01003963,351,50,48,26,213,688
2021,Southwark 015B,E01003966,434,76,52,16,247,825
2021,Southwark 017B,E01003969,484,117,38,47,327,1013
2021,Southwark 015D,E01003971,293,37,47,21,114,512
2021,Southwark 016D,E01003972,317,41,52,32,176,618
2021,Southwark 016E,E01003973,359,33,39,30,295,756
2021,Southwark 004A,E01003975,387,54,51,26,219,737
2021,Southwark 036D,E01003976,580,60,48,59,393,1140
2021,Southwark 010A,E01003977,392,62,24,41,309,828
2021,Southwark 006E,E01003979,413,48,21,61,345,888
2021,Southwark 013A,E01003980,402,44,28,38,373,885
2021,Southwark 006F,E01003981,277,42,18,21,304,662
2021,Southwark 018A,E01003983,400,34,54,27,159,674
2021,Southwark 023A,E01003984,541,47,38,27,352,1005
2021,Southwark 011A,E01003986,339,31,29,26,271,696
2021,Southwark 011B,E01003987,402,32,31,28,329,822
2021,Southwark 018B,E01003988,410,54,36,25,349,874
2021,Southwark 018C,E01003989,492,49,53,40,242,876
2021,Southwark 018D,E01003990,457,52,70,24,219,822
2021,Southwark 017C,E01003991,295,32,24,18,215,584
2021,Southwark 014A,E01003992,290,48,47,25,237,647
2021,Southwark 017D,E01003993,395,52,76,26,248,797
2021,Southwark 012E,E01003994,394,58,33,38,343,866
2021,Southwark 014B,E01003995,292,25,19,28,374,738
2021,Southwark 017E,E01003997,284,28,32,22,141,507
2021,Southwark 014D,E01003998,339,38,16,27,237,657
2021,Southwark 014E,E01003999,325,32,24,28,190,599
2021,Southwark 026A,E01004000,481,17,31,33,317,879
2021,Southwark 026B,E01004001,438,20,23,22,248,751
2021,Southwark 029A,E01004002,452,18,9,24,153,656
2021,Southwark 023B,E01004003,425,25,36,17,290,793
2021,Southwark 023C,E01004004,620,59,23,40,399,1141
2021,Southwark 023D,E01004005,531,36,31,23,381,1002
2021,Southwark 023E,E01004006,446,29,26,28,260,789
2021,Southwark 018E,E01004007,301,31,36,17,158,543
2021,Southwark 022B,E01004008,426,30,75,30,239,800
2021,Southwark 022D,E01004010,315,33,46,17,219,630
2021,Southwark 019B,E01004011,449,40,52,24,262,827
2021,Southwark 019C,E01004012,476,69,64,32,283,924
2021,Southwark 019D,E01004013,401,40,38,16,162,657
2021,Southwark 019E,E01004014,397,50,59,23,287,816
2021,Southwark 028C,E01004015,453,14,17,21,199,704
2021,Southwark 029B,E01004016,668,22,29,34,236,989
2021,Southwark 029C,E01004017,418,25,24,25,157,649
2021,Southwark 032E,E01004018,496,24,14,36,210,780
2021,Southwark 026C,E01004019,522,25,20,24,251,842
2021,Southwark 029D,E01004020,426,18,34,26,233,737
2021,Southwark 028D,E01004021,602,29,11,38,321,1001
2021,Southwark 004D,E01004023,352,78,21,29,231,711
2021,Southwark 011C,E01004024,399,67,30,25,291,812
2021,Southwark 004E,E01004028,560,51,41,47,396,1095
2021,Southwark 001A,E01004029,482,67,19,52,311,931
2021,Southwark 007A,E01004030,343,25,17,35,323,743
2021,Southwark 007B,E01004031,553,111,40,57,320,1081
2021,Southwark 001B,E01004032,344,65,17,44,188,658
2021,Southwark 007C,E01004033,554,58,48,52,432,1144
2021,Southwark 007D,E01004034,375,60,35,22,161,653
2021,Southwark 011D,E01004035,297,49,27,11,209,593
2021,Southwark 007E,E01004036,448,76,53,40,244,861
2021,Southwark 010B,E01004037,435,46,46,46,305,878
2021,Southwark 010C,E01004038,552,54,38,42,348,1034
2021,Southwark 013B,E01004039,299,52,43,42,199,635
2021,Southwark 013C,E01004040,366,50,60,21,283,780
2021,Southwark 013D,E01004041,320,21,56,31,263,691
2021,Southwark 010D,E01004042,451,49,29,41,254,824
2021,Southwark 010E,E01004043,310,41,22,21,190,584
2021,Southwark 013E,E01004044,297,34,37,21,173,562
2021,Southwark 027A,E01004045,374,22,28,23,193,640
2021,Southwark 028E,E01004046,426,15,6,25,170,642
2021,Southwark 027B,E01004047,320,47,40,29,182,618
2021,Southwark 027C,E01004048,387,27,21,26,228,689
2021,Southwark 027D,E01004049,296,28,33,16,141,514
2021,Southwark 024D,E01004050,366,25,12,33,191,627
2021,Southwark 027E,E01004051,342,17,11,20,195,585
2021,Southwark 024E,E01004052,463,27,13,30,242,775
2021,Southwark 001C,E01004053,464,49,24,70,282,889
2021,Southwark 001D,E01004054,378,38,14,74,224,728
2021,Southwark 001E,E01004055,315,21,20,13,159,528
2021,Southwark 008A,E01004056,533,68,23,69,331,1024
2021,Southwark 008B,E01004057,512,43,41,73,282,951
2021,Southwark 008C,E01004058,387,70,9,82,298,846
2021,Southwark 008D,E01004059,476,98,13,77,233,897
2021,Southwark 008E,E01004060,412,59,32,56,312,871
2021,Southwark 025A,E01004061,442,23,14,28,227,734
2021,Southwark 025B,E01004062,561,31,32,46,310,980
2021,Southwark 025C,E01004063,498,22,14,30,291,855
2021,Southwark 026D,E01004064,472,43,31,20,251,817
2021,Southwark 025D,E01004065,426,15,9,21,160,631
2021,Southwark 025E,E01004066,505,30,49,29,238,851
2021,Southwark 022E,E01004067,467,51,69,27,319,933
2021,Southwark 026E,E01004068,454,20,22,22,298,816
2021,Southwark 031A,E01004069,353,8,5,17,99,482
2021,Southwark 031B,E01004070,497,21,16,35,162,731
2021,Southwark 030D,E01004071,402,15,16,17,187,637
2021,Southwark 030E,E01004072,463,15,7,22,118,625
2021,Southwark 031C,E01004073,472,18,22,43,144,699
2021,Southwark 031D,E01004074,451,16,10,22,116,615
2021,Southwark 031E,E01004075,474,13,12,27,98,624
2021,Sutton 011A,E01004076,378,21,27,21,174,621
2021,Sutton 011B,E01004077,426,13,24,11,162,636
2021,Sutton 011C,E01004078,466,15,25,21,171,698
2021,Sutton 011D,E01004079,366,13,19,22,71,491
2021,Sutton 011E,E01004080,341,18,25,18,109,511
2021,Sutton 011F,E01004081,408,8,36,24,158,634
2021,Sutton 011G,E01004082,336,19,30,19,92,496
2021,Sutton 019A,E01004083,358,4,26,16,207,611
2021,Sutton 024A,E01004084,376,16,23,21,76,512
2021,Sutton 024B,E01004085,394,21,17,24,125,581
2021,Sutton 019B,E01004086,445,26,57,27,171,726
2021,Sutton 017A,E01004087,399,14,36,9,80,538
2021,Sutton 019C,E01004088,439,20,32,17,239,747
2021,Sutton 019D,E01004089,303,15,26,23,187,554
2021,Sutton 021A,E01004090,289,24,25,17,218,573
2021,Sutton 022A,E01004091,365,11,15,11,81,483
2021,Sutton 022B,E01004092,370,20,27,29,137,583
2021,Sutton 025A,E01004093,398,22,35,25,134,614
2021,Sutton 025B,E01004094,466,17,25,31,238,777
2021,Sutton 025C,E01004095,381,19,36,23,167,626
2021,Sutton 021B,E01004096,337,17,27,47,328,756
2021,Sutton 015A,E01004097,457,10,11,20,125,623
2021,Sutton 015B,E01004098,347,6,10,16,134,513
2021,Sutton 015C,E01004099,447,6,11,29,280,773
2021,Sutton 015D,E01004100,413,13,19,18,111,574
2021,Sutton 013A,E01004101,377,11,20,15,114,537
2021,Sutton 015E,E01004102,384,8,21,23,164,600
2021,Sutton 013B,E01004103,417,19,29,32,250,747
2021,Sutton 020A,E01004104,424,12,11,13,95,555
2021,Sutton 022C,E01004105,514,6,22,29,110,681
2021,Sutton 022D,E01004106,469,8,10,15,50,552
2021,Sutton 020B,E01004107,427,11,24,16,144,622
2021,Sutton 024C,E01004108,498,13,30,23,132,696
2021,Sutton 024D,E01004109,457,12,20,13,133,635
2021,Sutton 016A,E01004110,530,19,25,22,265,861
2021,Sutton 016B,E01004111,375,15,34,19,240,683
2021,Sutton 016C,E01004112,464,12,12,29,158,675
2021,Sutton 025D,E01004114,480,17,12,20,61,590
2021,Sutton 009A,E01004115,442,13,32,26,161,674
2021,Sutton 008A,E01004116,392,16,18,18,188,632
2021,Sutton 006A,E01004117,390,10,19,9,84,512
2021,Sutton 009B,E01004118,408,24,42,21,196,691
2021,Sutton 009C,E01004119,374,10,24,14,78,500
2021,Sutton 016D,E01004120,398,14,13,15,108,548
2021,Sutton 006B,E01004121,394,13,28,26,166,627
2021,Sutton 008B,E01004122,373,9,13,15,123,533
2021,Sutton 002A,E01004123,485,43,70,36,180,814
2021,Sutton 002B,E01004124,439,38,37,40,114,668
2021,Sutton 001A,E01004125,356,28,31,18,182,615
2021,Sutton 002C,E01004126,387,20,37,12,109,565
2021,Sutton 005A,E01004127,422,24,35,26,145,652
2021,Sutton 002D,E01004128,351,14,30,9,122,526
2021,Sutton 002E,E01004129,415,25,46,22,221,729
2021,Sutton 003A,E01004130,438,21,26,23,148,656
2021,Sutton 003B,E01004131,459,21,28,24,147,679
2021,Sutton 009D,E01004132,377,10,25,14,83,509
2021,Sutton 009E,E01004133,394,15,29,13,87,538
2021,Sutton 003C,E01004134,358,29,36,31,108,562
2021,Sutton 003D,E01004135,352,18,30,14,96,510
2021,Sutton 003E,E01004136,396,17,26,19,99,557
2021,Sutton 012A,E01004137,626,30,40,61,403,1160
2021,Sutton 013C,E01004138,440,23,36,30,221,750
2021,Sutton 013D,E01004139,355,29,26,23,202,635
2021,Sutton 012B,E01004140,373,32,58,36,292,791
2021,Sutton 012C,E01004141,400,25,44,27,257,753
2021,Sutton 014A,E01004143,371,16,37,34,172,630
2021,Sutton 007A,E01004144,426,32,43,21,131,653
2021,Sutton 007B,E01004145,522,23,63,38,162,808
2021,Sutton 007C,E01004146,435,26,40,41,190,732
2021,Sutton 007D,E01004147,411,14,20,19,130,594
2021,Sutton 014B,E01004148,406,15,49,37,171,678
2021,Sutton 012E,E01004149,464,19,32,30,243,788
2021,Sutton 021C,E01004150,415,32,35,48,526,1056
2021,Sutton 021D,E01004151,461,20,39,34,293,847
2021,Sutton 018A,E01004152,391,21,39,32,353,836
2021,Sutton 021E,E01004153,420,13,50,54,353,890
2021,Sutton 022E,E01004154,378,13,24,25,124,564
2021,Sutton 018B,E01004155,440,17,40,39,301,837
2021,Sutton 018C,E01004156,441,19,64,56,364,944
2021,Sutton 016E,E01004157,333,15,13,19,70,450
2021,Sutton 018D,E01004158,386,13,22,24,275,720
2021,Sutton 014C,E01004159,410,23,27,20,136,616
2021,Sutton 014D,E01004160,408,20,28,28,196,680
2021,Sutton 014E,E01004161,386,13,33,19,151,602
2021,Sutton 018E,E01004162,384,21,46,37,254,742
2021,Sutton 005B,E01004163,465,11,23,23,112,634
2021,Sutton 004A,E01004164,375,2,14,19,208,618
2021,Sutton 005C,E01004165,468,16,19,21,184,708
2021,Sutton 004B,E01004166,429,6,17,30,194,676
2021,Sutton 005D,E01004167,353,17,30,24,156,580
2021,Sutton 013E,E01004168,422,13,24,14,108,581
2021,Sutton 004C,E01004169,434,16,32,37,181,700
2021,Sutton 017B,E01004170,554,20,36,36,267,913
2021,Sutton 010A,E01004171,412,10,25,13,117,577
2021,Sutton 010B,E01004172,458,11,44,32,298,843
2021,Sutton 010C,E01004173,367,10,11,12,123,523
2021,Sutton 017C,E01004174,400,14,16,17,234,681
2021,Sutton 010D,E01004175,471,11,13,20,179,694
2021,Sutton 010E,E01004176,402,10,23,20,160,615
2021,Sutton 020C,E01004177,395,14,25,23,448,905
2021,Sutton 017D,E01004178,551,20,38,40,413,1062
2021,Sutton 017E,E01004179,412,13,24,21,137,607
2021,Sutton 020D,E01004180,471,18,19,6,111,625
2021,Sutton 020E,E01004181,396,9,30,26,319,780
2021,Sutton 019E,E01004182,447,8,41,18,160,674
2021,Sutton 001B,E01004183,426,13,33,23,183,678
2021,Sutton 001C,E01004184,401,15,25,33,131,605
2021,Sutton 001D,E01004185,528,21,34,25,197,805
2021,Sutton 004D,E01004186,425,6,28,38,270,767
2021,Sutton 005E,E01004187,408,18,26,18,172,642
2021,Sutton 001E,E01004189,480,32,54,23,178,767
2021,Sutton 008C,E01004190,384,11,12,17,80,504
2021,Sutton 008D,E01004191,450,24,43,24,170,711
2021,Sutton 006C,E01004192,471,17,35,42,162,727
2021,Sutton 006D,E01004193,711,24,44,53,223,1055
2021,Sutton 008E,E01004194,389,11,25,24,245,694
2021,Sutton 006E,E01004195,402,19,37,37,192,687
2021,Sutton 008F,E01004196,386,14,36,27,145,608
2021,Tower Hamlets 002B,E01004198,183,62,73,31,227,576
2021,Tower Hamlets 002C,E01004199,222,52,68,35,182,559
2021,Tower Hamlets 005A,E01004200,290,40,33,31,181,575
2021,Tower Hamlets 002D,E01004201,347,50,35,26,216,674
2021,Tower Hamlets 005B,E01004202,376,55,53,89,254,827
2021,Tower Hamlets 005C,E01004203,341,83,45,33,175,677
2021,Tower Hamlets 005D,E01004204,300,71,55,58,225,709
2021,Tower Hamlets 013A,E01004205,262,97,108,50,248,765
2021,Tower Hamlets 013B,E01004206,165,74,64,32,213,548
2021,Tower Hamlets 011A,E01004207,256,48,48,26,133,511
2021,Tower Hamlets 013C,E01004208,360,54,26,52,230,722
2021,Tower Hamlets 011B,E01004209,171,53,74,39,116,453
2021,Tower Hamlets 013D,E01004211,323,58,32,55,276,744
2021,Tower Hamlets 011D,E01004212,327,68,63,63,263,784
2021,Tower Hamlets 030A,E01004214,266,39,62,53,216,636
2021,Tower Hamlets 030B,E01004216,347,62,56,53,215,733
2021,Tower Hamlets 030C,E01004217,409,80,40,61,243,833
2021,Tower Hamlets 030D,E01004218,420,66,45,56,200,787
2021,Tower Hamlets 035B,E01004219,453,81,113,87,294,1028
2021,Tower Hamlets 036A,E01004221,370,81,43,51,270,815
2021,Tower Hamlets 001A,E01004222,531,44,85,60,401,1121
2021,Tower Hamlets 001B,E01004223,445,33,61,42,358,939
2021,Tower Hamlets 001D,E01004226,450,66,69,54,271,910
2021,Tower Hamlets 003A,E01004228,505,38,16,28,229,816
2021,Tower Hamlets 004C,E01004229,260,51,43,33,153,540
2021,Tower Hamlets 003B,E01004230,452,69,47,47,218,833
2021,Tower Hamlets 004D,E01004231,267,69,59,32,164,591
2021,Tower Hamlets 003C,E01004232,348,65,22,31,168,634
2021,Tower Hamlets 003D,E01004233,371,98,57,42,364,932
2021,Tower Hamlets 003E,E01004234,560,79,25,42,231,937
2021,Tower Hamlets 008A,E01004235,203,35,59,36,154,487
2021,Tower Hamlets 008B,E01004236,194,53,77,39,131,494
2021,Tower Hamlets 008C,E01004237,282,31,59,40,209,621
2021,Tower Hamlets 008E,E01004239,239,59,102,27,112,539
2021,Tower Hamlets 012A,E01004240,267,56,75,36,111,545
2021,Tower Hamlets 012B,E01004241,248,46,80,43,127,544
2021,Tower Hamlets 020A,E01004243,196,29,97,28,107,457
2021,Tower Hamlets 020B,E01004244,278,87,51,44,248,708
2021,Tower Hamlets 018A,E01004245,492,137,102,73,264,1068
2021,Tower Hamlets 020C,E01004247,392,116,96,61,202,867
2021,Tower Hamlets 018C,E01004248,304,53,80,38,141,616
2021,Tower Hamlets 018D,E01004249,330,84,120,48,191,773
2021,Tower Hamlets 023A,E01004251,406,89,93,65,280,933
2021,Tower Hamlets 023C,E01004255,226,81,58,50,204,619
2021,Tower Hamlets 024C,E01004256,228,70,66,40,194,598
2021,Tower Hamlets 024D,E01004257,320,68,112,47,205,752
2021,Tower Hamlets 023D,E01004258,329,33,22,54,252,690
2021,Tower Hamlets 007A,E01004259,333,58,44,49,298,782
2021,Tower Hamlets 007B,E01004260,273,57,66,57,148,601
2021,Tower Hamlets 007C,E01004263,251,48,40,29,116,484
2021,Tower Hamlets 010C,E01004264,147,69,82,36,108,442
2021,Tower Hamlets 007D,E01004266,276,60,34,26,155,551
2021,Tower Hamlets 012D,E01004267,433,48,58,63,300,902
2021,Tower Hamlets 012E,E01004268,284,51,78,49,269,731
2021,Tower Hamlets 014B,E01004270,448,113,56,48,176,841
2021,Tower Hamlets 014C,E01004271,436,67,105,69,229,906
2021,Tower Hamlets 014D,E01004272,344,131,122,74,201,872
2021,Tower Hamlets 031A,E01004274,304,101,56,61,143,665
2021,Tower Hamlets 031B,E01004275,467,75,76,66,203,887
2021,Tower Hamlets 031C,E01004276,496,46,45,74,298,959
2021,Tower Hamlets 033A,E01004277,410,46,14,54,329,853
2021,Tower Hamlets 032A,E01004280,335,66,67,61,218,747
2021,Tower Hamlets 031D,E01004281,376,78,29,70,257,810
2021,Tower Hamlets 016A,E01004283,304,83,96,58,193,734
2021,Tower Hamlets 019C,E01004286,380,91,79,49,257,856
2021,Tower Hamlets 016B,E01004287,317,73,103,53,332,878
2021,Tower Hamlets 019D,E01004288,309,47,84,34,134,608
2021,Tower Hamlets 016C,E01004289,266,82,76,36,200,660
2021,Tower Hamlets 016D,E01004290,346,77,47,62,243,775
2021,Tower Hamlets 027A,E01004291,452,25,20,80,429,1006
2021,Tower Hamlets 026A,E01004292,383,65,12,48,259,767
2021,Tower Hamlets 027B,E01004293,491,57,18,65,373,1004
2021,Tower Hamlets 026C,E01004295,276,79,84,63,165,667
2021,Tower Hamlets 026D,E01004296,479,63,65,76,416,1099
2021,Tower Hamlets 027C,E01004297,431,61,25,53,311,881
2021,Tower Hamlets 022A,E01004298,206,65,63,22,209,565
2021,Tower Hamlets 022B,E01004300,190,53,75,36,180,534
2021,Tower Hamlets 025B,E01004301,212,59,52,39,114,476
2021,Tower Hamlets 025C,E01004302,211,50,96,50,149,556
2021,Tower Hamlets 025D,E01004303,421,80,102,91,313,1007
2021,Tower Hamlets 022C,E01004304,238,80,92,46,165,621
2021,Tower Hamlets 022D,E01004305,254,74,79,56,202,665
2021,Tower Hamlets 015A,E01004306,277,112,49,34,216,688
2021,Tower Hamlets 015B,E01004307,377,70,25,63,493,1028
2021,Tower Hamlets 015C,E01004308,212,71,49,38,137,507
2021,Tower Hamlets 015D,E01004309,367,116,90,56,313,942
2021,Tower Hamlets 015E,E01004310,328,106,87,42,281,844
2021,Tower Hamlets 006A,E01004311,318,53,53,35,298,757
2021,Tower Hamlets 009A,E01004312,201,55,58,33,138,485
2021,Tower Hamlets 009B,E01004313,362,83,90,64,205,804
2021,Tower Hamlets 006C,E01004315,258,70,30,42,262,662
2021,Tower Hamlets 009C,E01004316,161,51,42,28,157,439
2021,Tower Hamlets 021A,E01004319,318,143,110,48,223,842
2021,Tower Hamlets 021C,E01004321,312,85,82,40,324,843
2021,Tower Hamlets 017A,E01004322,177,58,52,25,212,524
2021,Tower Hamlets 017B,E01004323,214,73,50,22,113,472
2021,Tower Hamlets 017C,E01004324,207,68,74,32,136,517
2021,Tower Hamlets 017D,E01004326,345,88,69,50,213,765
2021,Waltham Forest 028A,E01004327,218,62,35,18,139,472
2021,Waltham Forest 028B,E01004328,376,58,52,31,141,658
2021,Waltham Forest 028C,E01004329,369,50,33,32,155,639
2021,Waltham Forest 028D,E01004330,368,47,41,26,129,611
2021,Waltham Forest 028E,E01004331,352,43,45,33,130,603
2021,Waltham Forest 028F,E01004332,333,79,41,32,166,651
2021,Waltham Forest 024A,E01004333,295,43,53,38,155,584
2021,Waltham Forest 024B,E01004334,280,75,48,21,196,620
2021,Waltham Forest 027A,E01004335,330,35,63,29,159,616
2021,Waltham Forest 026A,E01004336,250,88,29,35,182,584
2021,Waltham Forest 027B,E01004337,344,54,44,33,172,647
2021,Waltham Forest 027C,E01004338,341,109,40,29,129,648
2021,Waltham Forest 027D,E01004339,412,46,33,45,159,695
2021,Waltham Forest 027E,E01004340,363,54,63,30,204,714
2021,Waltham Forest 027F,E01004341,376,39,46,33,246,740
2021,Waltham Forest 011A,E01004342,426,42,53,49,153,723
2021,Waltham Forest 008A,E01004343,435,35,27,32,125,654
2021,Waltham Forest 008B,E01004344,381,37,64,36,146,664
2021,Waltham Forest 010A,E01004345,365,60,37,28,129,619
2021,Waltham Forest 011B,E01004346,403,36,25,23,80,567
2021,Waltham Forest 011C,E01004347,505,36,37,54,172,804
2021,Waltham Forest 010B,E01004348,625,56,64,61,391,1197
2021,Waltham Forest 001A,E01004349,366,20,26,22,119,553
2021,Waltham Forest 001B,E01004350,427,24,18,19,432,920
2021,Waltham Forest 001C,E01004351,449,9,7,23,149,637
2021,Waltham Forest 002A,E01004352,472,19,13,22,266,792
2021,Waltham Forest 002B,E01004353,502,7,8,21,252,790
2021,Waltham Forest 002C,E01004354,496,15,28,31,205,775
2021,Waltham Forest 004A,E01004355,426,18,26,21,190,681
