date,geography,geography code,National identity: Any other combination of only UK identities,National identity: Any other combination of only UK identities: Cornish and British only identity,National identity: Any other combination of only UK identities: Cornish only identity,National identity: Any other combination of only UK identities: Northern Irish and British only identity,National identity: Any other combination of only UK identities: Northern Irish only identity,National identity: Any other combination of only UK identities: Other,National identity: Any other combination of only UK identities: Scottish and British only identity,National identity: Any other combination of only UK identities: Scottish only identity,National identity: British only identity,National identity: English and British only identity,National identity: English only identity,National identity: Irish and at least one UK identity,National identity: Irish only identity,National identity: Non-UK identity only,National identity: Other identity and at least one UK identity,National identity: Other identity only,National identity: Total: All usual residents,National identity: UK identity and non-UK identity,National identity: Welsh and British only identity,National identity: Welsh only identity
2021,Richmond upon Thames 008A,E01003821,36,0,3,2,5,6,7,13,743,124,108,4,20,547,121,527,1693,125,7,3
2021,Richmond upon Thames 023A,E01003822,34,0,0,2,3,4,7,18,970,164,118,1,11,127,49,116,1477,50,3,11
2021,Richmond upon Thames 023B,E01003823,20,0,1,4,4,4,1,6,1038,189,189,4,24,179,73,155,1702,77,5,5
2021,Richmond upon Thames 023C,E01003824,16,0,0,2,1,3,1,9,1050,184,176,3,9,115,70,106,1631,73,7,10
2021,Richmond upon Thames 023D,E01003825,30,0,0,4,3,9,6,8,1062,214,238,8,20,140,60,120,1776,68,6,18
2021,Richmond upon Thames 023E,E01003826,17,0,1,4,4,1,4,3,1019,205,267,4,20,187,72,167,1781,76,1,9
2021,Richmond upon Thames 023F,E01003827,33,0,0,1,2,9,12,9,1118,217,209,10,23,263,68,240,1934,78,7,9
2021,Richmond upon Thames 020A,E01003828,15,0,0,0,2,2,4,7,911,188,177,5,23,163,52,140,1529,57,4,14
2021,Richmond upon Thames 020B,E01003829,14,0,1,0,3,3,2,5,929,186,275,2,17,239,42,222,1690,44,1,2
2021,Richmond upon Thames 020C,E01003830,26,0,0,2,10,2,6,6,1138,210,191,7,32,220,56,188,1859,63,2,9
2021,Richmond upon Thames 020D,E01003831,12,0,0,0,1,3,4,4,974,187,249,0,6,185,71,179,1682,71,4,0
2021,Richmond upon Thames 020E,E01003832,11,0,0,2,3,1,2,3,915,152,230,1,12,130,43,118,1485,44,1,2
2021,Richmond upon Thames 020F,E01003833,15,0,0,0,2,3,3,7,837,144,181,2,19,233,54,214,1474,56,3,5
2021,Richmond upon Thames 022A,E01003834,30,0,1,0,2,6,8,13,881,148,157,4,28,282,75,254,1600,79,10,13
2021,Richmond upon Thames 022B,E01003835,25,0,0,0,5,3,9,8,1052,196,96,3,19,160,99,141,1644,102,8,5
2021,Richmond upon Thames 022C,E01003836,32,0,0,0,5,7,8,12,851,156,171,8,18,119,28,101,1381,36,4,12
2021,Richmond upon Thames 022D,E01003837,36,0,0,4,11,6,8,7,1217,221,186,8,32,274,90,242,2057,98,14,11
2021,Richmond upon Thames 022E,E01003838,31,0,0,1,3,8,10,9,1076,198,148,3,26,231,82,205,1789,85,5,15
2021,Richmond upon Thames 022F,E01003839,34,0,1,1,12,1,5,14,1248,273,237,2,34,362,107,328,2282,109,8,11
2021,Richmond upon Thames 013A,E01003840,16,0,0,0,1,1,1,13,1096,126,120,2,17,411,49,394,1825,51,1,4
2021,Richmond upon Thames 013B,E01003841,9,0,0,1,0,4,2,2,1203,162,237,1,19,460,83,441,2159,84,3,1
2021,Richmond upon Thames 013C,E01003842,24,0,1,1,2,8,2,10,979,163,290,7,25,186,63,161,1714,70,1,1
2021,Richmond upon Thames 013D,E01003843,23,0,0,2,2,2,1,16,1329,176,303,3,13,302,78,289,2215,81,0,1
2021,Richmond upon Thames 013E,E01003844,15,0,0,2,1,4,3,5,860,177,220,13,31,124,39,93,1464,52,6,10
2021,Richmond upon Thames 013F,E01003845,13,0,0,2,3,2,2,4,1016,165,273,4,25,180,42,155,1707,46,4,10
2021,Richmond upon Thames 002A,E01003846,46,0,0,8,6,11,5,16,1036,176,103,7,24,243,89,219,1710,96,2,8
2021,Richmond upon Thames 002B,E01003847,28,0,0,0,1,7,6,14,881,146,146,11,20,386,85,366,1693,96,5,5
2021,Richmond upon Thames 004A,E01003848,19,0,0,2,4,3,0,10,985,194,162,7,23,390,132,367,1902,139,6,7
2021,Richmond upon Thames 002C,E01003849,27,0,0,2,1,6,7,11,835,149,145,2,19,266,80,247,1531,82,9,18
2021,Richmond upon Thames 002D,E01003851,29,0,0,1,7,4,6,11,940,172,132,3,25,253,62,228,1601,65,2,8
2021,Richmond upon Thames 003A,E01003852,17,0,0,0,0,3,7,7,725,125,114,5,18,270,91,252,1361,96,3,11
2021,Richmond upon Thames 003B,E01003853,24,0,0,1,3,6,9,5,823,139,167,5,17,207,58,190,1433,63,5,5
2021,Richmond upon Thames 003C,E01003854,22,0,0,3,2,6,7,4,786,183,136,7,24,196,70,172,1413,77,7,6
2021,Richmond upon Thames 003D,E01003855,49,0,0,1,12,7,10,19,1079,210,225,6,25,282,65,257,1930,71,5,9
2021,Richmond upon Thames 003E,E01003856,42,0,0,1,5,7,11,18,960,143,123,6,28,303,98,275,1690,104,4,11
2021,Richmond upon Thames 003F,E01003857,37,0,0,3,3,8,7,16,1043,202,136,2,37,335,120,298,1886,122,5,6
2021,Richmond upon Thames 003G,E01003858,42,0,1,6,6,8,7,14,939,179,143,10,33,263,66,230,1656,76,7,7
2021,Richmond upon Thames 005E,E01003859,26,0,1,1,4,5,8,7,959,162,134,5,22,241,74,219,1621,79,7,13
2021,Richmond upon Thames 002E,E01003860,42,0,0,1,2,13,8,18,900,169,150,9,27,341,85,314,1714,94,13,5
2021,Richmond upon Thames 004C,E01003861,31,0,0,0,9,8,2,12,959,210,144,9,49,482,112,433,1959,121,4,8
2021,Richmond upon Thames 004D,E01003862,28,0,1,0,7,1,9,10,1024,165,234,6,32,366,95,334,1932,101,6,8
2021,Richmond upon Thames 004E,E01003863,22,0,0,3,3,9,2,5,814,167,120,2,19,236,80,217,1449,82,4,4
2021,Richmond upon Thames 002F,E01003864,29,0,0,2,1,6,6,14,785,139,124,6,31,282,87,251,1464,93,3,9
2021,Richmond upon Thames 004F,E01003865,19,0,0,0,1,4,6,8,842,139,116,3,24,253,67,229,1446,70,5,2
2021,Richmond upon Thames 007A,E01003866,41,0,0,2,6,15,10,8,995,210,129,2,30,223,81,193,1696,83,9,6
2021,Richmond upon Thames 011A,E01003867,31,0,0,1,4,5,5,16,875,183,168,7,32,260,60,228,1596,67,6,6
2021,Richmond upon Thames 007B,E01003868,27,0,1,1,4,10,5,6,875,189,100,12,32,266,90,234,1570,102,6,5
2021,Richmond upon Thames 011B,E01003869,30,0,1,0,4,3,8,14,920,165,132,1,30,316,82,286,1661,83,6,9
2021,Richmond upon Thames 011C,E01003870,34,0,0,2,3,8,10,11,1133,249,163,4,29,371,127,342,2101,131,5,15
2021,Richmond upon Thames 007C,E01003871,32,0,0,4,9,4,8,7,1006,148,172,2,42,276,111,234,1761,113,3,11
2021,Richmond upon Thames 007D,E01003872,25,0,0,1,4,6,3,11,876,131,117,4,41,314,85,273,1564,89,5,7
2021,Richmond upon Thames 006A,E01003873,36,0,0,0,7,7,13,9,871,162,131,6,36,302,111,266,1630,117,5,6
2021,Richmond upon Thames 006B,E01003874,34,0,0,1,5,5,12,11,745,133,110,3,34,373,106,339,1527,109,11,12
2021,Richmond upon Thames 006C,E01003875,28,0,2,2,2,3,9,10,951,126,116,5,23,344,97,321,1677,102,3,7
2021,Richmond upon Thames 008B,E01003876,43,0,0,4,9,5,14,11,835,175,172,3,41,494,138,453,1871,141,6,5
2021,Richmond upon Thames 008C,E01003877,29,0,0,1,6,9,5,8,735,152,122,5,27,326,116,299,1498,121,6,7
2021,Richmond upon Thames 006D,E01003878,32,0,0,2,5,4,9,12,762,119,242,3,19,238,69,219,1468,72,0,3
2021,Richmond upon Thames 008D,E01003879,22,0,0,2,3,3,3,11,704,106,85,3,37,377,110,340,1416,113,4,5
2021,Richmond upon Thames 016A,E01003880,38,0,0,4,12,4,5,13,863,207,162,4,49,199,71,150,1562,75,7,11
2021,Richmond upon Thames 016B,E01003881,52,0,0,2,16,11,9,14,977,231,194,2,30,235,57,205,1767,59,6,13
2021,Richmond upon Thames 014A,E01003882,28,0,0,1,1,7,11,8,1097,244,169,9,37,319,111,282,1999,120,9,13
2021,Richmond upon Thames 014B,E01003883,35,0,1,3,2,3,10,16,1257,196,196,3,42,216,94,174,2024,97,10,17
2021,Richmond upon Thames 016C,E01003884,28,0,4,4,2,1,8,9,1023,210,185,8,32,200,57,168,1734,65,10,13
2021,Richmond upon Thames 016D,E01003885,27,0,1,2,5,1,3,15,911,168,159,7,32,192,60,160,1538,67,5,9
2021,Richmond upon Thames 021A,E01003886,31,0,1,3,2,9,6,10,919,234,161,2,28,236,53,208,1644,55,4,4
2021,Richmond upon Thames 021B,E01003887,38,0,0,0,10,9,7,12,1010,230,177,10,33,247,68,214,1795,78,8,7
2021,Richmond upon Thames 021C,E01003888,24,0,0,0,6,6,4,8,1193,230,236,7,30,254,83,224,2043,90,4,12
2021,Richmond upon Thames 021D,E01003889,40,0,2,2,8,8,11,9,926,235,157,1,15,201,76,186,1662,77,13,13
2021,Richmond upon Thames 018C,E01003890,41,0,3,3,6,9,11,9,987,195,152,3,23,215,60,192,1670,63,6,11
2021,Richmond upon Thames 018D,E01003891,31,0,1,1,4,3,5,17,1035,192,186,6,32,214,62,182,1744,68,2,16
2021,Richmond upon Thames 009A,E01003892,36,0,0,1,4,3,10,18,1082,185,161,5,32,489,127,457,2092,132,6,1
2021,Richmond upon Thames 009B,E01003893,35,0,1,0,4,8,7,15,854,137,108,5,36,374,105,338,1623,110,1,4
2021,Richmond upon Thames 009C,E01003894,43,0,0,6,4,11,12,10,864,172,137,13,29,285,121,256,1660,134,12,13
2021,Richmond upon Thames 009D,E01003895,34,0,0,1,7,8,6,12,1041,177,152,17,31,259,82,228,1772,99,0,10
2021,Richmond upon Thames 014C,E01003896,42,0,3,1,4,3,14,17,931,219,159,11,41,397,100,356,1882,111,4,19
2021,Richmond upon Thames 014D,E01003897,42,0,2,3,7,8,12,10,1046,205,142,3,56,420,81,364,1960,84,11,10
2021,Richmond upon Thames 015A,E01003898,28,0,0,8,2,7,5,6,1013,179,179,4,27,213,66,186,1692,70,9,1
2021,Richmond upon Thames 015B,E01003899,35,0,0,2,4,10,7,12,843,146,146,5,16,227,72,211,1481,77,4,3
2021,Richmond upon Thames 015C,E01003900,16,0,0,0,4,1,1,10,1020,136,197,1,33,212,89,179,1686,90,4,11
2021,Richmond upon Thames 015D,E01003901,24,0,0,0,1,6,13,4,1055,220,218,8,29,174,69,145,1783,77,7,8
2021,Richmond upon Thames 015E,E01003902,13,0,0,2,0,2,1,8,835,124,129,7,23,200,59,177,1372,66,4,1
2021,Richmond upon Thames 015F,E01003903,12,0,0,0,5,1,1,5,999,171,187,3,13,212,65,199,1654,68,2,3
2021,Richmond upon Thames 015G,E01003904,28,0,0,0,3,5,8,12,896,148,205,8,21,259,62,238,1629,70,9,14
2021,Richmond upon Thames 010A,E01003905,11,0,0,0,0,0,7,4,727,115,171,3,20,197,45,177,1281,48,6,6
2021,Richmond upon Thames 010B,E01003906,29,0,0,5,5,5,5,9,923,146,280,6,35,256,52,221,1702,58,2,8
2021,Richmond upon Thames 010C,E01003907,12,0,0,1,3,3,1,4,984,150,246,7,41,213,55,172,1675,62,5,3
2021,Richmond upon Thames 010D,E01003908,11,0,0,0,2,4,2,3,1080,142,248,8,49,265,50,216,1813,58,3,6
2021,Richmond upon Thames 010E,E01003909,35,0,0,2,2,6,8,17,873,195,214,3,36,247,52,211,1629,55,1,9
2021,Richmond upon Thames 011D,E01003910,27,1,0,3,9,3,3,8,997,144,241,2,35,176,53,141,1656,55,5,11
2021,Southwark 020A,E01003911,7,0,0,2,1,0,3,1,1264,119,78,4,21,492,109,471,2087,113,4,10
2021,Southwark 019A,E01003912,8,0,0,0,2,1,1,4,1257,77,88,3,14,474,42,460,1953,45,0,4
2021,Southwark 024A,E01003913,42,0,1,0,7,5,12,17,1083,161,117,9,21,524,95,503,2043,104,4,8
2021,Southwark 024B,E01003914,49,0,2,3,5,8,13,18,1045,163,103,5,49,382,95,333,1855,100,1,12
2021,Southwark 024C,E01003915,24,1,0,6,3,2,4,8,1164,133,71,3,9,368,78,359,1852,81,3,8
2021,Southwark 020B,E01003916,25,0,1,0,4,4,4,12,1345,162,123,2,25,641,97,616,2412,99,4,13
2021,Southwark 020C,E01003917,33,0,0,2,6,0,9,16,1106,129,101,10,27,404,89,377,1884,99,3,9
2021,Southwark 020D,E01003918,16,0,0,1,3,0,5,7,890,80,91,7,19,332,45,313,1466,52,3,2
2021,Southwark 021A,E01003919,29,0,0,2,6,6,7,8,917,105,60,8,15,352,89,337,1566,97,3,3
2021,Southwark 021B,E01003920,16,1,0,1,6,3,2,3,1297,103,96,5,25,495,92,470,2107,97,0,3
2021,Southwark 021C,E01003921,31,0,1,1,5,6,11,7,1031,104,143,3,32,499,100,467,1918,103,4,3
2021,Southwark 021D,E01003922,16,0,0,5,3,2,4,2,1316,130,106,2,27,576,83,549,2234,85,4,1
2021,Southwark 017A,E01003923,39,0,1,2,6,8,9,13,961,90,108,5,18,340,86,322,1634,91,2,3
2021,Southwark 021E,E01003924,11,0,0,0,1,5,0,5,1256,71,74,2,13,573,99,560,2095,101,7,2
2021,Southwark 020E,E01003925,18,0,0,1,1,2,3,11,1216,99,136,2,17,458,88,441,2031,90,2,12
2021,Southwark 021F,E01003926,14,0,0,2,1,5,1,5,835,69,73,4,10,345,56,335,1397,60,0,1
2021,Southwark 002B,E01003929,25,0,0,2,2,8,4,9,973,132,146,5,38,579,126,541,1999,131,1,12
2021,Southwark 034A,E01003930,30,0,0,3,5,7,4,11,1010,135,128,5,20,534,106,514,1970,111,12,10
2021,Southwark 034B,E01003932,20,0,0,1,4,1,6,8,902,91,70,7,23,366,81,343,1540,88,0,3
2021,Southwark 034C,E01003933,28,0,0,4,4,6,3,11,1187,148,130,8,42,706,144,664,2371,152,5,15
2021,Southwark 002C,E01003934,31,0,1,4,1,3,8,14,828,111,124,4,33,730,120,697,1954,124,2,4
2021,Southwark 002D,E01003935,27,0,0,4,3,9,5,6,634,85,101,5,12,344,74,332,1283,79,5,8
2021,Southwark 009A,E01003936,31,0,0,3,8,3,3,14,793,170,66,10,33,488,85,455,1659,95,1,15
2021,Southwark 009B,E01003937,25,0,0,0,7,0,5,13,653,106,57,4,20,586,101,566,1534,105,1,1
2021,Southwark 006A,E01003938,18,0,0,0,2,4,4,8,1084,105,97,3,17,327,190,310,1830,193,2,4
2021,Southwark 002E,E01003939,21,0,0,0,7,3,3,8,915,140,61,5,27,705,115,678,1974,120,4,8
2021,Southwark 006B,E01003940,11,0,0,0,5,1,2,3,1006,52,74,3,23,377,62,354,1590,65,0,5
2021,Southwark 006C,E01003941,30,0,0,1,8,3,10,8,1087,108,99,4,32,544,107,512,1988,111,3,6
2021,Southwark 006D,E01003942,13,0,0,0,4,3,3,3,1197,71,94,3,16,415,90,399,1887,93,0,4
2021,Southwark 009C,E01003943,12,0,0,0,2,1,1,8,821,105,69,3,21,410,68,389,1493,71,0,5
2021,Southwark 033A,E01003945,15,0,0,0,1,0,6,8,1067,138,137,1,27,264,106,237,1734,107,3,3
2021,Southwark 033B,E01003946,31,0,0,3,5,4,10,9,1215,140,131,11,21,266,94,245,1901,105,7,6
2021,Southwark 033C,E01003947,6,0,0,0,2,3,0,1,1073,87,111,1,18,282,46,264,1608,47,0,2
2021,Southwark 033D,E01003948,26,0,0,3,5,4,5,9,1020,125,116,14,30,319,123,289,1751,137,3,5
2021,Southwark 032A,E01003949,29,0,1,6,7,3,5,7,1106,167,115,9,31,343,96,312,1881,105,6,10
2021,Southwark 032B,E01003950,23,0,1,1,4,7,5,5,1258,104,145,2,31,367,83,336,1991,85,1,8
2021,Southwark 033E,E01003951,21,0,0,2,2,4,5,8,862,89,147,5,21,297,60,276,1489,65,8,0
2021,Southwark 030A,E01003952,28,0,0,1,3,6,7,11,990,130,116,9,27,276,90,249,1655,99,2,14
2021,Southwark 028A,E01003953,37,0,0,6,5,9,6,11,1193,189,138,8,39,333,101,294,2016,109,3,14
2021,Southwark 030B,E01003954,32,0,0,1,8,8,10,5,993,163,122,11,39,183,82,144,1594,93,3,5
2021,Southwark 028B,E01003955,41,0,0,3,10,7,10,11,1177,175,120,5,37,275,86,238,1893,91,4,10
2021,Southwark 030C,E01003956,40,0,1,3,5,11,6,14,1181,176,99,11,40,240,81,200,1846,92,9,9
2021,Southwark 032C,E01003957,40,0,0,2,5,10,3,20,1083,178,114,8,32,245,100,213,1788,108,8,12
2021,Southwark 032D,E01003958,23,0,0,1,4,8,2,8,1154,184,133,12,40,349,69,309,1936,81,4,8
2021,Southwark 012A,E01003960,70,0,0,5,6,4,7,48,945,135,133,5,20,390,88,370,1770,93,1,3
2021,Southwark 012B,E01003961,22,0,0,1,7,2,2,10,1245,90,136,4,36,504,71,468,2075,75,0,3
2021,Southwark 016A,E01003963,21,0,1,1,6,1,2,10,1076,78,81,0,19,411,48,392,1718,48,1,2
2021,Southwark 015B,E01003966,13,1,0,3,1,2,0,6,1037,97,135,0,23,763,86,740,2136,86,2,3
2021,Southwark 017B,E01003969,27,0,0,0,8,3,5,11,1177,161,148,4,26,802,136,776,2464,140,3,6
2021,Southwark 015D,E01003971,1,0,0,0,1,0,0,0,894,47,51,1,8,375,54,367,1427,55,0,4
2021,Southwark 016D,E01003972,17,0,0,1,4,4,4,4,822,66,90,4,17,411,55,394,1471,59,3,3
2021,Southwark 016E,E01003973,18,0,0,2,3,3,4,6,896,89,150,2,31,423,66,392,1653,68,1,8
2021,Southwark 004A,E01003975,26,0,0,3,4,5,4,10,1015,138,154,1,15,367,76,352,1780,77,2,1
2021,Southwark 036D,E01003976,26,0,0,0,2,3,9,12,1292,158,153,12,41,626,115,585,2396,127,8,6
2021,Southwark 010A,E01003977,16,1,0,0,3,3,5,4,966,141,181,5,22,499,59,477,1875,64,2,6
2021,Southwark 006E,E01003979,32,0,0,1,4,5,3,19,1022,128,143,8,43,572,72,529,1988,80,4,7
2021,Southwark 013A,E01003980,27,0,0,0,8,4,5,10,1100,115,178,4,22,492,72,470,2000,76,4,8
2021,Southwark 006F,E01003981,15,0,1,0,2,3,1,8,787,101,124,4,33,399,69,366,1507,73,3,5
2021,Southwark 018A,E01003983,12,0,0,1,1,0,2,8,1210,81,109,0,10,416,41,406,1872,41,1,2
2021,Southwark 023A,E01003984,41,0,0,1,7,8,5,20,1361,147,132,21,26,495,88,469,2291,109,1,5
2021,Southwark 011A,E01003986,19,0,0,1,5,0,4,9,891,84,173,4,12,342,68,330,1588,72,2,5
2021,Southwark 011B,E01003987,21,0,0,0,2,4,1,14,1087,122,251,2,18,289,60,271,1839,62,1,6
2021,Southwark 018B,E01003988,12,0,0,0,3,3,0,6,1183,101,134,1,17,517,71,500,2024,72,1,4
2021,Southwark 018C,E01003989,23,0,0,0,3,7,4,9,1315,103,108,1,14,618,83,604,2259,84,3,5
2021,Southwark 018D,E01003990,16,0,0,0,1,2,3,10,1484,99,129,2,42,465,101,423,2305,103,2,7
2021,Southwark 017C,E01003991,12,0,0,0,0,1,2,9,777,67,109,3,12,266,39,254,1273,42,0,0
2021,Southwark 014A,E01003992,10,0,0,3,2,1,2,2,1047,80,71,2,15,328,44,313,1586,46,3,1
2021,Southwark 017D,E01003993,18,0,1,3,3,4,5,2,1309,76,78,3,22,465,76,443,2025,79,0,0
2021,Southwark 012E,E01003994,29,0,0,0,4,5,11,9,965,110,130,7,31,485,99,454,1826,106,1,0
2021,Southwark 014B,E01003995,20,0,0,0,3,1,5,11,812,90,116,7,23,252,69,229,1373,76,3,4
2021,Southwark 017E,E01003997,21,0,0,0,1,5,9,6,757,108,94,1,9,246,64,237,1296,65,2,3
2021,Southwark 014D,E01003998,26,0,0,0,5,6,4,11,762,120,140,7,21,307,58,286,1426,65,2,4
2021,Southwark 014E,E01003999,16,0,0,1,0,2,3,10,943,102,78,2,13,287,66,274,1498,68,1,3
2021,Southwark 026A,E01004000,35,0,0,3,6,5,9,12,1222,128,139,5,18,331,81,313,1947,86,4,2
2021,Southwark 026B,E01004001,18,0,1,0,2,4,3,8,1220,99,144,1,17,230,53,213,1769,54,1,3
2021,Southwark 029A,E01004002,27,0,0,3,5,2,8,9,1095,148,146,6,26,186,90,160,1703,96,2,3
2021,Southwark 023B,E01004003,22,0,0,0,5,2,7,8,1123,103,106,3,14,389,73,375,1823,76,0,4
2021,Southwark 023C,E01004004,26,0,0,0,4,5,3,14,1748,190,146,8,22,423,76,401,2625,84,2,6
2021,Southwark 023D,E01004005,44,0,0,6,15,4,9,10,1509,133,119,8,31,409,88,378,2324,96,5,9
2021,Southwark 023E,E01004006,23,2,1,1,5,7,1,6,1159,139,146,6,32,309,68,277,1860,74,5,5
2021,Southwark 018E,E01004007,6,0,0,0,1,1,1,3,1008,59,51,1,9,262,55,253,1446,56,3,1
2021,Southwark 022B,E01004008,17,0,0,2,4,2,2,7,1393,86,85,2,14,444,56,430,2086,58,1,2
2021,Southwark 022D,E01004010,9,0,0,0,2,2,2,3,905,67,68,2,11,397,55,386,1505,57,0,2
2021,Southwark 019B,E01004011,10,0,0,0,4,2,2,2,1439,96,75,3,11,414,72,403,2114,75,3,2
2021,Southwark 019C,E01004012,22,0,0,0,7,3,4,8,1470,102,70,3,22,565,107,543,2348,110,0,9
2021,Southwark 019D,E01004013,2,0,0,2,0,0,0,0,1156,64,87,1,3,275,80,272,1683,81,13,5
2021,Southwark 019E,E01004014,14,0,0,0,1,1,4,8,1406,58,67,1,14,463,114,449,2127,115,4,0
2021,Southwark 028C,E01004015,48,1,0,13,12,5,5,12,1148,160,106,5,38,250,70,212,1801,75,9,5
2021,Southwark 029B,E01004016,66,0,0,2,3,19,15,27,1615,234,230,7,41,323,101,282,2592,108,6,10
2021,Southwark 029C,E01004017,38,0,0,3,4,10,6,15,990,112,121,9,40,259,100,219,1642,109,5,8
2021,Southwark 032E,E01004018,52,1,3,7,5,7,13,16,1136,164,134,4,32,306,91,274,1896,95,2,7
2021,Southwark 026C,E01004019,35,0,0,1,4,7,10,13,1413,174,120,14,24,295,62,271,2124,76,1,10
2021,Southwark 029D,E01004020,15,0,0,0,3,4,4,4,1176,117,94,5,20,263,60,243,1748,65,13,5
2021,Southwark 028D,E01004021,45,0,0,2,12,4,4,23,1269,181,145,20,41,326,104,285,2115,124,12,13
2021,Southwark 004D,E01004023,17,0,0,1,6,5,1,4,760,144,219,3,16,420,82,404,1650,85,1,4
2021,Southwark 011C,E01004024,14,0,0,2,3,0,2,7,1011,122,247,2,19,505,60,486,1968,62,2,5
2021,Southwark 004E,E01004028,35,0,0,2,10,7,6,10,1318,155,182,4,35,588,127,553,2418,131,3,6
2021,Southwark 001A,E01004029,19,1,2,1,3,5,2,5,856,138,128,10,17,662,172,645,1997,182,5,7
2021,Southwark 007A,E01004030,21,0,0,1,5,4,2,9,847,99,172,5,13,275,66,262,1488,71,0,3
2021,Southwark 007B,E01004031,20,0,0,2,6,2,3,7,1137,160,213,5,17,910,144,893,2600,149,4,7
2021,Southwark 001B,E01004032,24,0,1,2,6,5,5,5,575,94,106,2,30,558,133,528,1498,135,1,5
2021,Southwark 007C,E01004033,22,0,0,1,3,4,4,10,1211,164,186,9,33,710,112,677,2416,121,1,1
2021,Southwark 007D,E01004034,18,0,0,1,1,3,2,11,804,96,179,3,33,427,64,394,1603,67,1,11
2021,Southwark 011D,E01004035,15,0,0,0,1,3,1,10,749,89,191,0,21,318,51,297,1424,51,9,2
2021,Southwark 007E,E01004036,17,0,0,0,11,0,1,5,1169,82,146,0,21,592,100,571,2112,100,4,2
2021,Southwark 010B,E01004037,26,0,0,6,1,11,4,4,1020,115,179,4,5,547,124,542,2022,128,2,5
2021,Southwark 010C,E01004038,27,0,0,5,3,3,7,9,1265,140,195,8,29,649,108,620,2399,116,1,6
2021,Southwark 013B,E01004039,9,0,1,0,2,1,3,2,806,72,84,5,14,474,88,460,1543,93,0,5
2021,Southwark 013C,E01004040,6,0,0,0,1,0,3,2,1266,81,98,4,9,380,47,371,1882,51,0,0
2021,Southwark 013D,E01004041,11,0,0,0,1,4,1,5,980,82,121,5,15,368,60,353,1629,65,1,1
2021,Southwark 010D,E01004042,16,0,0,0,4,1,3,8,1000,160,305,1,13,407,67,394,1959,68,2,1
2021,Southwark 010E,E01004043,20,0,1,2,4,3,3,7,684,104,196,5,39,303,40,264,1354,45,0,2
2021,Southwark 013E,E01004044,19,0,0,3,2,2,6,6,877,98,150,1,8,248,47,240,1444,48,2,2
2021,Southwark 027A,E01004045,6,0,0,0,0,0,1,5,1095,86,73,4,11,283,41,272,1589,45,0,1
2021,Southwark 028E,E01004046,39,0,0,2,8,11,7,11,1013,143,89,3,16,197,59,181,1561,62,4,14
2021,Southwark 027B,E01004047,16,0,2,1,0,3,2,8,965,74,88,2,20,447,49,427,1643,51,1,1
2021,Southwark 027C,E01004048,15,0,0,3,2,5,1,4,942,91,117,4,20,359,92,339,1624,96,2,2
2021,Southwark 027D,E01004049,15,0,0,2,0,1,1,11,834,76,54,8,25,275,75,250,1340,83,0,3
2021,Southwark 024D,E01004050,30,0,1,0,2,5,5,17,803,117,68,8,19,275,76,256,1388,84,4,7
2021,Southwark 027E,E01004051,29,0,1,0,8,3,5,12,731,94,69,4,17,254,94,237,1284,98,5,4
2021,Southwark 024E,E01004052,37,0,0,3,10,1,8,15,1069,149,102,3,26,280,95,254,1746,98,2,9
2021,Southwark 001C,E01004053,24,0,0,2,4,4,6,8,871,151,149,3,26,518,147,492,1874,150,4,7
2021,Southwark 001D,E01004054,22,1,0,4,3,0,7,7,660,127,112,4,18,455,140,437,1530,144,4,6
2021,Southwark 001E,E01004055,19,0,0,0,6,3,3,7,684,144,251,5,24,180,44,156,1331,49,0,4
2021,Southwark 008A,E01004056,28,1,0,0,0,6,8,13,1103,188,225,8,25,583,168,558,2315,176,4,8
2021,Southwark 008B,E01004057,12,0,0,0,1,2,3,6,1041,150,194,13,33,654,170,621,2240,183,2,4
2021,Southwark 008C,E01004058,31,0,1,3,2,6,8,11,698,107,98,8,25,589,152,564,1696,160,5,8
2021,Southwark 008D,E01004059,36,0,0,1,1,3,8,23,879,157,109,8,26,713,156,687,2071,164,7,6
2021,Southwark 008E,E01004060,24,0,0,3,3,2,11,5,1018,158,131,2,24,518,118,494,1973,120,1,3
2021,Southwark 025A,E01004061,42,0,2,2,3,12,7,16,1007,144,106,3,25,243,94,218,1660,97,7,14
2021,Southwark 025B,E01004062,49,0,1,0,12,7,11,18,1304,146,125,7,32,472,101,440,2214,108,3,7
2021,Southwark 025C,E01004063,39,0,0,2,8,8,6,15,1170,135,153,10,16,276,84,260,1880,94,6,7
2021,Southwark 026D,E01004064,27,0,0,0,4,4,9,10,1244,113,152,1,35,329,67,294,1939,68,3,3
2021,Southwark 025D,E01004065,28,0,0,1,4,7,7,9,939,118,112,8,25,232,63,207,1509,71,2,7
2021,Southwark 025E,E01004066,28,0,0,3,0,8,3,14,1347,138,125,6,20,355,84,335,2090,90,7,0
2021,Southwark 022E,E01004067,21,0,1,3,3,5,2,7,1238,99,109,7,14,662,73,648,2213,80,3,1
2021,Southwark 026E,E01004068,25,0,0,1,5,4,4,11,1259,120,180,2,19,260,45,241,1905,47,4,10
2021,Southwark 031A,E01004069,31,2,0,1,4,9,3,12,811,114,101,4,23,154,67,131,1295,71,4,9
2021,Southwark 031B,E01004070,33,0,0,0,6,7,9,11,1159,199,150,8,37,295,97,258,1950,105,2,7
2021,Southwark 030D,E01004071,24,0,0,1,0,2,7,14,941,122,134,4,19,212,81,193,1527,85,4,5
