date,geography,geography code,Length of residence in the UK: 10 years or more,"Length of residence in the UK: 2 years or more, but less than 5 years","Length of residence in the UK: 5 years or more, but less than 10 years",Length of residence in the UK: Born in the UK,Length of residence in the UK: Less than 2 years,Length of residence in the UK: Total: All usual residents
2021,Waltham Forest 027B,E01004337,465,112,142,922,101,1742
2021,Waltham Forest 027C,E01004338,564,244,290,775,147,2020
2021,Waltham Forest 027D,E01004339,489,114,132,1097,52,1884
2021,Waltham Forest 027E,E01004340,535,92,148,1051,55,1881
2021,Waltham Forest 027F,E01004341,486,88,157,1128,74,1933
2021,Waltham Forest 011A,E01004342,534,63,148,1301,47,2093
2021,Waltham Forest 008A,E01004343,389,39,95,1313,36,1872
2021,Waltham Forest 008B,E01004344,523,84,117,1141,38,1903
2021,Waltham Forest 010A,E01004345,477,76,136,1065,38,1792
2021,Waltham Forest 011B,E01004346,394,55,97,1213,37,1796
2021,Waltham Forest 011C,E01004347,431,103,145,1450,54,2183
2021,Waltham Forest 010B,E01004348,746,131,206,1795,64,2942
2021,Waltham Forest 001A,E01004349,284,14,16,1209,24,1547
2021,Waltham Forest 001B,E01004350,347,38,69,1421,26,1901
2021,Waltham Forest 001C,E01004351,223,11,22,1379,12,1647
2021,Waltham Forest 002A,E01004352,248,43,42,1517,34,1884
2021,Waltham Forest 002B,E01004353,220,31,40,1524,2,1817
2021,Waltham Forest 002C,E01004354,268,75,94,1477,50,1964
2021,Waltham Forest 004A,E01004355,311,25,67,1269,18,1690
2021,Waltham Forest 001D,E01004356,382,33,46,1220,15,1696
2021,Waltham Forest 001E,E01004357,342,24,37,1166,16,1585
2021,Waltham Forest 002D,E01004358,336,52,63,1482,19,1952
2021,Waltham Forest 002E,E01004359,258,12,50,1387,5,1712
2021,Waltham Forest 004B,E01004360,193,20,30,1084,8,1335
2021,Waltham Forest 005A,E01004361,250,32,41,1045,11,1379
2021,Waltham Forest 021A,E01004362,307,63,92,1088,57,1607
2021,Waltham Forest 019A,E01004363,438,97,82,995,52,1664
2021,Waltham Forest 019B,E01004364,590,72,85,1181,56,1984
2021,Waltham Forest 020A,E01004365,721,216,256,1235,115,2543
2021,Waltham Forest 019C,E01004366,476,72,132,1178,77,1935
2021,Waltham Forest 019D,E01004367,452,108,122,870,55,1607
2021,Waltham Forest 019E,E01004368,619,110,175,1474,71,2449
2021,Waltham Forest 023A,E01004369,446,143,197,913,58,1757
2021,Waltham Forest 023B,E01004370,504,139,212,1180,68,2103
2021,Waltham Forest 025A,E01004371,421,112,113,920,81,1647
2021,Waltham Forest 023C,E01004372,321,128,174,963,59,1645
2021,Waltham Forest 025B,E01004373,436,166,192,925,82,1801
2021,Waltham Forest 025C,E01004374,474,152,181,1049,111,1967
2021,Waltham Forest 025D,E01004375,527,170,191,953,91,1932
2021,Waltham Forest 025E,E01004376,503,178,237,853,122,1893
2021,Waltham Forest 010C,E01004377,342,37,122,1310,26,1837
2021,Waltham Forest 010D,E01004378,369,58,71,1319,32,1849
2021,Waltham Forest 007A,E01004379,306,58,103,1439,20,1926
2021,Waltham Forest 007B,E01004380,301,53,137,1281,24,1796
2021,Waltham Forest 007C,E01004381,328,49,82,1516,9,1984
2021,Waltham Forest 008C,E01004382,468,27,67,1175,16,1753
2021,Waltham Forest 007D,E01004383,248,30,33,1364,12,1687
2021,Waltham Forest 003A,E01004384,359,44,62,1517,19,2001
2021,Waltham Forest 003B,E01004385,287,44,60,1133,11,1535
2021,Waltham Forest 003C,E01004386,233,24,38,1382,21,1698
2021,Waltham Forest 007E,E01004387,163,16,26,1225,11,1441
2021,Waltham Forest 007F,E01004388,264,68,86,1217,23,1658
2021,Waltham Forest 003D,E01004389,309,34,60,1311,19,1733
2021,Waltham Forest 003E,E01004390,302,33,41,1209,16,1601
2021,Waltham Forest 014A,E01004391,556,90,204,1390,88,2328
2021,Waltham Forest 017A,E01004392,679,125,246,1424,91,2565
2021,Waltham Forest 014B,E01004393,475,85,148,928,55,1691
2021,Waltham Forest 017B,E01004394,533,74,119,1227,50,2003
2021,Waltham Forest 018A,E01004395,320,75,95,1168,41,1699
2021,Waltham Forest 012A,E01004396,526,127,179,1097,66,1995
2021,Waltham Forest 017C,E01004397,767,161,292,1574,113,2907
2021,Waltham Forest 009A,E01004398,563,65,106,1243,52,2029
2021,Waltham Forest 009B,E01004399,523,49,94,1196,29,1891
2021,Waltham Forest 009C,E01004400,476,85,152,1133,53,1899
2021,Waltham Forest 014C,E01004401,640,112,167,1365,82,2366
2021,Waltham Forest 009D,E01004402,473,66,89,1190,52,1870
2021,Waltham Forest 009E,E01004403,597,104,197,1624,64,2586
2021,Waltham Forest 014D,E01004404,847,99,182,1680,45,2853
2021,Waltham Forest 020B,E01004405,416,48,123,1083,46,1716
2021,Waltham Forest 016A,E01004406,461,125,221,952,87,1846
2021,Waltham Forest 013A,E01004407,468,103,186,845,32,1634
2021,Waltham Forest 016B,E01004408,410,50,106,1107,55,1728
2021,Waltham Forest 016C,E01004409,408,102,135,1076,52,1773
2021,Waltham Forest 013B,E01004410,457,74,104,1173,38,1846
2021,Waltham Forest 016D,E01004411,373,242,217,1084,64,1980
2021,Waltham Forest 015A,E01004412,340,50,88,1272,39,1789
2021,Waltham Forest 004C,E01004413,271,26,42,1183,21,1543
2021,Waltham Forest 005B,E01004414,406,69,121,1167,51,1814
2021,Waltham Forest 004D,E01004415,328,32,51,1175,32,1618
2021,Waltham Forest 004E,E01004416,322,25,68,1391,21,1827
2021,Waltham Forest 005C,E01004417,452,69,104,1204,56,1885
2021,Waltham Forest 008D,E01004418,386,59,71,1224,40,1780
2021,Waltham Forest 008E,E01004419,642,99,153,1723,35,2652
2021,Waltham Forest 020C,E01004420,663,202,254,1020,119,2258
2021,Waltham Forest 018B,E01004421,663,100,197,1112,60,2132
2021,Waltham Forest 022A,E01004422,649,166,251,1492,90,2648
2021,Waltham Forest 020D,E01004423,657,128,201,1037,79,2102
2021,Waltham Forest 022B,E01004424,615,114,160,1128,104,2121
2021,Waltham Forest 022C,E01004425,539,74,188,1139,51,1991
2021,Waltham Forest 022D,E01004426,524,80,136,1045,44,1829
2021,Waltham Forest 022E,E01004427,525,173,235,957,82,1972
2021,Waltham Forest 026B,E01004428,627,46,86,1288,44,2091
2021,Waltham Forest 026C,E01004429,503,102,129,1032,66,1832
2021,Waltham Forest 026D,E01004430,695,256,325,1254,144,2674
2021,Waltham Forest 023D,E01004432,506,141,195,1011,83,1936
2021,Waltham Forest 026E,E01004434,617,153,154,1149,71,2144
2021,Waltham Forest 023E,E01004435,540,160,233,1107,107,2147
2021,Waltham Forest 021B,E01004436,389,61,103,948,30,1531
2021,Waltham Forest 021C,E01004437,459,113,198,954,70,1794
2021,Waltham Forest 024C,E01004438,490,134,221,1210,86,2141
2021,Waltham Forest 021D,E01004439,412,90,122,947,66,1637
2021,Waltham Forest 024D,E01004440,489,144,190,1157,86,2066
2021,Waltham Forest 024E,E01004441,329,64,85,1004,44,1526
2021,Waltham Forest 021E,E01004442,288,67,106,1049,35,1545
2021,Waltham Forest 016E,E01004443,599,142,172,1233,92,2238
2021,Waltham Forest 017D,E01004444,722,160,251,1599,88,2820
2021,Waltham Forest 018C,E01004445,542,95,209,1176,65,2087
2021,Waltham Forest 017E,E01004446,580,304,374,1343,66,2667
2021,Waltham Forest 016F,E01004447,414,106,133,1137,72,1862
2021,Waltham Forest 018D,E01004448,443,103,129,1201,52,1928
2021,Waltham Forest 018E,E01004449,563,45,76,1162,47,1893
2021,Waltham Forest 006A,E01004450,369,37,62,1227,13,1708
2021,Waltham Forest 005D,E01004451,382,39,70,1317,32,1840
2021,Waltham Forest 005E,E01004452,392,83,136,1227,50,1888
2021,Waltham Forest 006B,E01004453,469,82,100,1128,37,1816
2021,Waltham Forest 006C,E01004454,490,63,102,1272,44,1971
2021,Waltham Forest 006D,E01004455,462,85,127,1063,57,1794
2021,Waltham Forest 006E,E01004456,466,37,51,1096,38,1688
2021,Waltham Forest 012B,E01004457,419,74,100,1258,56,1907
2021,Waltham Forest 012C,E01004458,599,106,163,1105,65,2038
2021,Waltham Forest 012D,E01004459,561,30,57,998,20,1666
2021,Waltham Forest 011D,E01004460,591,101,146,1154,55,2047
2021,Waltham Forest 011E,E01004462,539,126,214,1399,76,2354
2021,Waltham Forest 012E,E01004463,354,47,117,1488,41,2047
2021,Waltham Forest 013C,E01004464,463,57,89,1079,42,1730
2021,Waltham Forest 015B,E01004465,344,40,81,1123,19,1607
2021,Waltham Forest 015C,E01004466,308,40,69,1280,22,1719
2021,Waltham Forest 015D,E01004467,625,134,188,1313,95,2355
2021,Waltham Forest 015E,E01004468,367,68,104,1199,42,1780
2021,Waltham Forest 013D,E01004469,570,49,111,1160,36,1926
2021,Waltham Forest 013E,E01004470,396,121,158,958,38,1671
2021,Waltham Forest 013F,E01004471,485,76,92,1088,35,1776
2021,Wandsworth 021A,E01004472,344,81,101,1202,54,1782
2021,Wandsworth 026A,E01004473,339,63,87,1225,59,1773
2021,Wandsworth 021B,E01004474,331,133,143,1330,81,2018
2021,Wandsworth 026B,E01004475,253,61,69,1060,67,1510
2021,Wandsworth 021C,E01004476,330,116,138,1148,76,1808
2021,Wandsworth 017A,E01004477,308,68,61,1177,44,1658
2021,Wandsworth 017B,E01004478,287,46,71,1121,39,1564
2021,Wandsworth 017C,E01004479,236,56,64,1101,53,1510
2021,Wandsworth 026C,E01004480,255,91,89,1213,73,1721
2021,Wandsworth 029A,E01004481,302,76,88,1116,57,1639
2021,Wandsworth 030A,E01004482,352,69,69,1021,46,1557
2021,Wandsworth 026D,E01004483,451,92,160,1339,59,2101
2021,Wandsworth 026E,E01004484,251,69,75,1064,39,1498
2021,Wandsworth 030B,E01004485,340,72,92,1172,56,1732
2021,Wandsworth 026F,E01004486,222,55,71,1045,32,1425
2021,Wandsworth 030C,E01004487,266,66,93,1031,36,1492
2021,Wandsworth 029B,E01004488,233,36,33,1005,25,1332
2021,Wandsworth 030D,E01004489,216,37,55,1037,20,1365
2021,Wandsworth 031A,E01004490,191,50,62,1218,48,1569
2021,Wandsworth 031B,E01004491,620,142,210,1382,155,2509
2021,Wandsworth 031C,E01004492,332,70,116,1161,60,1739
2021,Wandsworth 019A,E01004493,327,103,119,1343,54,1946
2021,Wandsworth 018A,E01004494,349,87,102,1166,81,1785
2021,Wandsworth 024A,E01004495,471,76,101,892,46,1586
2021,Wandsworth 024B,E01004496,309,114,185,1262,60,1930
2021,Wandsworth 024C,E01004497,245,34,58,1148,18,1503
2021,Wandsworth 031D,E01004498,250,74,92,1243,28,1687
2021,Wandsworth 020A,E01004499,330,92,139,980,69,1610
2021,Wandsworth 014A,E01004500,414,159,182,1047,122,1924
2021,Wandsworth 014B,E01004501,383,76,127,865,85,1536
2021,Wandsworth 020B,E01004502,315,85,127,1042,70,1639
2021,Wandsworth 014C,E01004503,331,137,145,991,95,1699
2021,Wandsworth 020C,E01004504,280,64,125,1017,39,1525
2021,Wandsworth 014D,E01004505,358,139,162,873,86,1618
2021,Wandsworth 011A,E01004506,458,176,269,1160,155,2218
2021,Wandsworth 014E,E01004507,553,261,263,1319,189,2585
2021,Wandsworth 012A,E01004508,282,104,141,1383,91,2001
2021,Wandsworth 012B,E01004510,340,116,126,1190,69,1841
2021,Wandsworth 010B,E01004511,264,91,106,1074,56,1591
2021,Wandsworth 019B,E01004512,215,58,80,1066,36,1455
2021,Wandsworth 018B,E01004513,430,101,208,1111,81,1931
2021,Wandsworth 012C,E01004514,268,90,113,1310,41,1822
2021,Wandsworth 012D,E01004515,340,129,136,996,83,1684
2021,Wandsworth 036A,E01004516,327,24,91,1251,53,1746
2021,Wandsworth 037A,E01004517,491,132,251,1263,122,2259
2021,Wandsworth 036B,E01004518,377,58,60,1200,37,1732
2021,Wandsworth 036C,E01004519,486,60,109,1049,51,1755
2021,Wandsworth 036D,E01004520,346,58,66,885,47,1402
2021,Wandsworth 037B,E01004521,481,73,146,1283,53,2036
2021,Wandsworth 037C,E01004522,412,117,153,1012,35,1729
2021,Wandsworth 036E,E01004523,401,42,95,1059,40,1637
2021,Wandsworth 037D,E01004524,606,110,163,895,63,1837
2021,Wandsworth 035A,E01004525,441,136,222,982,144,1925
2021,Wandsworth 035B,E01004526,415,87,125,1083,64,1774
2021,Wandsworth 035C,E01004527,437,82,74,995,71,1659
2021,Wandsworth 035D,E01004528,437,76,111,993,36,1653
2021,Wandsworth 035E,E01004529,492,104,150,1299,58,2103
2021,Wandsworth 035F,E01004530,397,78,100,1080,90,1745
2021,Wandsworth 033A,E01004531,419,64,83,1156,41,1763
2021,Wandsworth 032A,E01004532,295,28,70,1026,21,1440
2021,Wandsworth 033B,E01004533,324,55,66,987,16,1448
2021,Wandsworth 008A,E01004534,299,80,81,1381,79,1920
2021,Wandsworth 007A,E01004535,609,85,156,954,51,1855
2021,Wandsworth 008B,E01004536,485,237,211,1048,369,2350
2021,Wandsworth 007B,E01004537,541,108,160,1150,112,2071
2021,Wandsworth 007C,E01004538,602,137,275,1386,78,2478
2021,Wandsworth 003A,E01004539,606,81,158,1171,76,2092
2021,Wandsworth 003B,E01004540,428,151,154,1390,113,2236
2021,Wandsworth 007D,E01004541,441,97,112,993,54,1697
2021,Wandsworth 021D,E01004542,247,36,84,1167,37,1571
2021,Wandsworth 027A,E01004543,269,51,115,1277,31,1743
2021,Wandsworth 021E,E01004544,293,59,52,1092,43,1539
2021,Wandsworth 027B,E01004545,286,110,167,1286,88,1937
2021,Wandsworth 027C,E01004546,251,42,44,1132,31,1500
2021,Wandsworth 029C,E01004547,275,34,71,996,45,1421
2021,Wandsworth 029D,E01004548,383,84,160,1337,74,2038
2021,Wandsworth 027D,E01004549,299,49,93,1182,39,1662
2021,Wandsworth 017D,E01004550,256,46,51,980,28,1361
2021,Wandsworth 012E,E01004551,267,136,181,892,88,1564
2021,Wandsworth 008C,E01004552,258,181,165,1243,124,1971
2021,Wandsworth 015A,E01004553,269,125,134,1166,70,1764
2021,Wandsworth 009A,E01004554,287,111,94,1089,77,1658
2021,Wandsworth 017E,E01004555,304,73,75,1210,62,1724
2021,Wandsworth 009B,E01004556,263,90,114,1133,46,1646
2021,Wandsworth 015B,E01004557,371,93,97,1120,48,1729
2021,Wandsworth 015C,E01004558,322,100,135,1229,60,1846
2021,Wandsworth 015D,E01004559,253,50,96,1023,46,1468
2021,Wandsworth 001A,E01004560,438,156,172,1059,109,1934
2021,Wandsworth 039E,E01004563,638,176,187,1067,111,2179
2021,Wandsworth 039D,E01004564,315,113,109,1269,67,1873
2021,Wandsworth 005A,E01004565,268,88,104,1129,74,1663
2021,Wandsworth 001B,E01004566,388,85,109,1013,84,1679
2021,Wandsworth 039A,E01004567,696,135,195,1253,86,2365
2021,Wandsworth 013A,E01004568,338,74,102,1071,177,1762
2021,Wandsworth 023A,E01004569,598,160,169,1316,141,2384
2021,Wandsworth 023B,E01004570,510,162,152,992,117,1933
2021,Wandsworth 023C,E01004571,530,106,154,933,122,1845
2021,Wandsworth 016A,E01004572,442,88,123,939,92,1684
2021,Wandsworth 023D,E01004573,505,111,153,838,76,1683
2021,Wandsworth 013B,E01004574,538,80,121,1262,115,2116
2021,Wandsworth 013C,E01004575,460,92,142,1077,117,1888
2021,Wandsworth 013D,E01004576,385,68,144,952,53,1602
2021,Wandsworth 003C,E01004577,402,162,130,1083,71,1848
2021,Wandsworth 004B,E01004579,346,104,135,1222,63,1870
2021,Wandsworth 004C,E01004580,411,139,253,1193,120,2116
2021,Wandsworth 004D,E01004581,411,127,159,978,105,1780
2021,Wandsworth 001C,E01004582,509,169,231,1137,155,2201
2021,Wandsworth 001D,E01004583,473,92,117,922,105,1709
2021,Wandsworth 003D,E01004584,517,98,126,944,41,1726
2021,Wandsworth 008D,E01004585,252,103,114,1291,66,1826
2021,Wandsworth 009C,E01004586,277,122,124,1286,88,1897
2021,Wandsworth 009D,E01004587,306,109,135,1194,75,1819
2021,Wandsworth 008E,E01004588,305,153,123,1327,106,2014
2021,Wandsworth 009E,E01004589,260,95,119,1248,77,1799
2021,Wandsworth 005B,E01004590,353,91,104,1238,64,1850
2021,Wandsworth 005C,E01004591,368,128,160,1173,72,1901
2021,Wandsworth 005D,E01004592,251,44,83,1263,44,1685
2021,Wandsworth 025A,E01004593,350,128,159,1213,86,1936
2021,Wandsworth 020D,E01004594,335,84,85,1152,47,1703
2021,Wandsworth 025B,E01004595,353,78,151,1163,57,1802
2021,Wandsworth 020E,E01004596,340,69,82,1084,43,1618
2021,Wandsworth 025C,E01004597,352,82,119,1280,58,1891
2021,Wandsworth 025D,E01004598,293,132,177,1472,72,2146
2021,Wandsworth 025E,E01004599,237,62,70,1140,57,1566
2021,Wandsworth 018D,E01004601,579,140,242,1404,99,2464
2021,Wandsworth 010C,E01004602,291,108,139,1051,58,1647
2021,Wandsworth 006A,E01004604,230,32,54,1216,31,1563
2021,Wandsworth 006B,E01004605,359,67,75,1269,48,1818
2021,Wandsworth 006C,E01004606,279,66,114,1158,56,1673
2021,Wandsworth 006D,E01004607,268,70,93,1125,72,1628
2021,Wandsworth 006E,E01004608,266,97,114,1102,92,1671
2021,Wandsworth 010E,E01004609,373,171,192,1273,127,2136
2021,Wandsworth 033C,E01004610,527,113,110,1150,83,1983
2021,Wandsworth 032B,E01004611,380,53,86,956,74,1549
2021,Wandsworth 032C,E01004612,474,80,120,828,102,1604
2021,Wandsworth 033D,E01004613,496,79,108,951,60,1694
2021,Wandsworth 034A,E01004614,478,100,138,1182,73,1971
2021,Wandsworth 034B,E01004615,406,70,91,1043,37,1647
2021,Wandsworth 034C,E01004616,505,129,162,978,122,1896
2021,Wandsworth 034D,E01004617,410,132,140,1116,110,1908
2021,Wandsworth 032D,E01004618,341,59,52,1030,27,1509
2021,Wandsworth 015E,E01004619,181,25,51,1062,37,1356
2021,Wandsworth 019C,E01004620,270,72,123,1175,56,1696
2021,Wandsworth 019D,E01004621,272,57,105,1235,49,1718
2021,Wandsworth 024D,E01004622,314,97,106,1297,34,1848
2021,Wandsworth 019E,E01004623,261,55,82,1331,43,1772
2021,Wandsworth 024E,E01004624,254,48,93,1142,38,1575
2021,Wandsworth 027E,E01004625,150,17,26,1112,10,1315
2021,Wandsworth 027F,E01004626,307,72,78,1367,21,1845
2021,Wandsworth 019F,E01004627,245,56,65,1173,50,1589
2021,Wandsworth 022A,E01004628,581,116,177,1361,105,2340
2021,Wandsworth 020F,E01004629,391,66,76,1017,42,1592
2021,Wandsworth 022B,E01004630,447,93,141,1020,58,1759
2021,Wandsworth 022C,E01004631,455,180,216,900,132,1883
2021,Wandsworth 028A,E01004632,291,110,145,902,68,1516
2021,Wandsworth 022D,E01004633,448,95,140,891,81,1655
2021,Wandsworth 028B,E01004634,428,79,118,811,44,1480
2021,Wandsworth 028C,E01004635,404,117,199,857,84,1661
2021,Wandsworth 028D,E01004636,384,119,148,739,73,1463
2021,Wandsworth 028E,E01004637,401,119,138,734,72,1464
2021,Wandsworth 011B,E01004638,276,26,46,1001,26,1375
2021,Wandsworth 011C,E01004639,366,86,164,1023,66,1705
2021,Wandsworth 011D,E01004640,288,74,103,1151,64,1680
2021,Wandsworth 011E,E01004641,424,82,126,1218,38,1888
2021,Wandsworth 016B,E01004642,484,120,150,1300,57,2111
2021,Wandsworth 016C,E01004643,622,113,226,1299,90,2350
2021,Wandsworth 016D,E01004644,602,132,207,1474,94,2509
2021,Wandsworth 016E,E01004645,611,94,179,1156,74,2114
2021,Westminster 002A,E01004646,417,132,112,894,166,1721
2021,Westminster 001A,E01004647,354,143,112,608,176,1393
2021,Westminster 002B,E01004648,559,264,267,1010,222,2322
2021,Westminster 001B,E01004649,367,228,124,509,179,1407
2021,Westminster 002C,E01004650,488,175,176,766,211,1816
2021,Westminster 003A,E01004651,440,275,206,529,325,1775
2021,Westminster 017A,E01004652,429,257,220,454,254,1614
2021,Westminster 014A,E01004653,530,143,165,957,163,1958
2021,Westminster 014B,E01004654,670,270,331,927,251,2449
2021,Westminster 014D,E01004656,536,183,210,811,225,1965
2021,Westminster 012A,E01004657,296,168,207,398,145,1214
2021,Westminster 012B,E01004658,323,292,195,425,288,1523
2021,Westminster 008A,E01004659,316,177,149,590,399,1631
2021,Westminster 008B,E01004660,370,157,119,514,272,1432
2021,Westminster 012C,E01004661,562,293,196,643,305,1999
2021,Westminster 012D,E01004662,276,157,135,459,294,1321
2021,Westminster 012E,E01004663,329,115,124,639,211,1418
2021,Westminster 024A,E01004665,502,48,69,769,65,1453
2021,Westminster 023D,E01004668,436,64,78,766,75,1419
2021,Westminster 024B,E01004669,541,94,97,891,98,1721
2021,Westminster 009A,E01004670,1122,54,77,1386,72,2711
2021,Westminster 005A,E01004674,614,45,79,1109,55,1902
2021,Westminster 005B,E01004675,823,142,239,1066,83,2353
2021,Westminster 006A,E01004676,420,127,134,718,101,1500
2021,Westminster 005C,E01004677,518,62,154,883,99,1716
2021,Westminster 005D,E01004678,523,116,129,1117,78,1963
2021,Westminster 005E,E01004679,646,125,145,952,108,1976
2021,Westminster 015A,E01004680,323,153,108,521,137,1242
2021,Westminster 016A,E01004681,497,193,208,730,207,1835
2021,Westminster 016B,E01004682,260,150,168,374,327,1279
2021,Westminster 015B,E01004683,332,260,110,577,215,1494
2021,Westminster 015C,E01004684,348,125,120,527,221,1341
2021,Westminster 015E,E01004686,400,175,198,345,280,1398
2021,Westminster 019A,E01004687,353,107,125,591,143,1319
2021,Westminster 019D,E01004690,341,107,124,385,108,1065
2021,Westminster 019E,E01004691,301,120,150,430,150,1151
2021,Westminster 019F,E01004692,355,133,93,309,135,1025
2021,Westminster 017B,E01004693,337,119,138,479,137,1210
2021,Westminster 016C,E01004694,368,224,191,451,238,1472
2021,Westminster 017C,E01004695,270,139,117,274,273,1073
2021,Westminster 017D,E01004696,557,88,109,585,106,1445
2021,Westminster 016D,E01004697,363,163,155,509,153,1343
2021,Westminster 017E,E01004698,372,185,166,393,220,1336
2021,Westminster 017F,E01004699,427,262,236,534,294,1753
2021,Westminster 016E,E01004700,345,195,188,568,190,1486
2021,Westminster 007A,E01004701,372,188,196,644,140,1540
2021,Westminster 009E,E01004702,1155,141,142,1207,163,2808
2021,Westminster 007B,E01004703,530,172,216,890,186,1994
2021,Westminster 007D,E01004705,321,110,124,591,100,1246
2021,Westminster 006B,E01004706,376,135,161,701,101,1474
2021,Westminster 006C,E01004707,422,193,162,909,156,1842
2021,Westminster 006D,E01004708,428,146,152,721,92,1539
2021,Westminster 007E,E01004709,549,130,112,786,117,1694
2021,Westminster 002D,E01004710,629,148,172,909,95,1953
2021,Westminster 002E,E01004711,606,123,178,1019,75,2001
2021,Westminster 008C,E01004712,329,180,140,554,249,1452
2021,Westminster 011A,E01004713,298,185,149,508,174,1314
2021,Westminster 011B,E01004714,392,214,220,607,236,1669
2021,Westminster 013A,E01004715,516,172,111,671,335,1805
2021,Westminster 011C,E01004716,270,115,94,446,120,1045
2021,Westminster 011D,E01004717,258,180,158,460,207,1263
2021,Westminster 004A,E01004718,579,102,104,1012,59,1856
2021,Westminster 004B,E01004719,522,66,60,1077,97,1822
2021,Westminster 004C,E01004720,649,91,117,1364,51,2272
2021,Westminster 004D,E01004721,650,64,83,1014,67,1878
2021,Westminster 004E,E01004722,1014,70,94,1441,67,2686
2021,Westminster 005F,E01004723,652,129,189,1144,120,2234
2021,Westminster 001C,E01004724,519,200,178,768,229,1894
2021,Westminster 003B,E01004725,348,104,67,564,212,1295
2021,Westminster 003C,E01004726,413,176,202,644,254,1689
2021,Westminster 008D,E01004727,377,191,168,497,312,1545
2021,Westminster 003D,E01004728,448,165,128,550,163,1454
2021,Westminster 003E,E01004729,558,111,129,582,111,1491
2021,Westminster 001D,E01004730,436,137,151,559,178,1461
2021,Westminster 020A,E01004731,356,296,285,753,313,2003
2021,Westminster 020B,E01004732,413,53,49,724,70,1309
2021,Westminster 020C,E01004733,406,243,210,975,267,2101
2021,Westminster 018A,E01004734,392,205,173,674,247,1691
2021,Westminster 018B,E01004735,418,223,153,916,317,2027
2021,Westminster 018C,E01004736,256,140,104,661,303,1464
2021,Westminster 024C,E01004737,341,45,67,722,43,1218
2021,Westminster 021A,E01004740,407,66,71,699,61,1304
2021,Westminster 024F,E01004741,343,72,98,683,92,1288
2021,Westminster 022A,E01004742,280,95,113,679,89,1256
2021,Westminster 021B,E01004743,481,110,114,674,121,1500
2021,Westminster 020D,E01004744,405,89,87,803,71,1455
2021,Westminster 021D,E01004746,439,57,87,615,51,1249
2021,Westminster 021E,E01004747,605,176,155,1067,178,2181
2021,Westminster 020E,E01004748,311,98,83,571,156,1219
2021,Westminster 022B,E01004749,528,170,150,1063,271,2182
2021,Westminster 023E,E01004750,497,94,120,741,131,1583
2021,Westminster 022C,E01004751,364,95,153,985,113,1710
2021,Westminster 022D,E01004752,344,70,82,777,88,1361
2021,Westminster 022E,E01004753,432,110,150,979,86,1757
2021,Westminster 010A,E01004754,691,97,137,886,67,1878
2021,Westminster 010B,E01004755,773,157,197,1151,174,2452
2021,Westminster 006E,E01004756,391,114,143,780,95,1523
2021,Westminster 010C,E01004757,562,74,83,852,86,1657
2021,Westminster 014E,E01004760,529,100,220,758,80,1687
2021,Westminster 018D,E01004761,321,146,152,410,175,1204
2021,Westminster 011E,E01004762,479,116,130,613,211,1549
2021,Westminster 013B,E01004763,408,288,242,704,375,2017
2021,Westminster 013D,E01004765,417,250,175,746,280,1868
2021,Westminster 010F,E01032512,823,95,142,1230,96,2386
2021,Westminster 010G,E01032513,401,49,64,676,44,1234
2021,Bromley 040D,E01032562,278,36,32,1240,30,1616
2021,Bromley 040E,E01032563,312,23,21,1071,23,1450
2021,Lewisham 037E,E01032564,283,26,61,907,25,1302
2021,Lewisham 038E,E01032565,320,38,84,995,16,1453
2021,Bexley 029D,E01032566,361,60,96,1327,41,1885
2021,Greenwich 033D,E01032567,365,36,67,1094,29,1591
2021,Bromley 041E,E01032568,246,31,53,1179,17,1526
2021,Croydon 045E,E01032569,408,18,54,1294,16,1790
2021,Bromley 042D,E01032570,71,12,18,1632,2,1735
2021,Ealing 040D,E01032572,417,112,114,903,64,1610
2021,Hounslow 029E,E01032573,429,182,171,908,114,1804
2021,Enfield 037E,E01032574,750,123,176,934,87,2070
2021,Haringey 037D,E01032575,656,99,116,1213,51,2135
2021,Harrow 032E,E01032576,651,58,101,819,54,1683
2021,Hillingdon 033E,E01032577,391,31,34,1294,32,1782
2021,Lewisham 039E,E01032579,572,115,166,1232,71,2156
2021,Barking and Dagenham 023F,E01032580,369,86,158,878,52,1543
2021,Redbridge 034G,E01032581,501,112,208,1019,90,1930
2021,Lambeth 036E,E01032582,504,179,195,1091,313,2282
2021,Southwark 034D,E01032583,483,148,142,1079,196,2048
2021,Southwark 034E,E01032584,324,82,70,744,128,1348
2021,Sutton 025E,E01032623,410,21,35,1321,11,1798
2021,Southwark 035E,E01032637,145,121,154,433,194,1047
2021,Southwark 035D,E01032638,152,109,119,631,91,1102
2021,Southwark 014F,E01032639,385,121,185,964,260,1915
2021,Southwark 035B,E01032640,165,126,97,534,113,1035
2021,Southwark 036B,E01032646,258,150,132,828,147,1515
2021,Southwark 014G,E01032719,371,152,142,626,155,1446
2021,City of London 001F,E01032739,229,237,172,697,283,1618
2021,City of London 001G,E01032740,246,222,150,510,264,1392
2021,Havering 013E,E01032741,246,133,153,810,125,1467
2021,Havering 013F,E01032742,234,78,133,1251,70,1766
2021,Ealing 010F,E01032743,745,116,213,1171,38,2283
2021,Ealing 010G,E01032744,627,76,132,717,58,1610
2021,Tower Hamlets 004E,E01032764,492,168,212,1322,170,2364
2021,Tower Hamlets 004F,E01032765,314,95,113,1155,77,1754
2021,Tower Hamlets 021F,E01032767,233,264,196,599,272,1564
