indicator_id,metric_title,public_explorer_visible,currently_in_app,theme,subtheme,ui_tier,source_key,source_name,source_file_or_api,source_geography,geography_version,source_period,unit,aggregation_method,benchmark_method,last_refresh_date,default_view,primary_visualisation,secondary_visualisation,compact_view_options,full_view_options,module_bundle_view,comparison_view,trend_view,map_view,source_url,docs_url,caveats
qof_pcas_stia007,"Stroke and transient ischaemic attack: a stroke shown to be non-haemorrhagic, or a history of TIA, who have a... (STIA007) PCAS share",False,True,Health & Wellbeing,Stroke and transient ischaemic attack,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_stia007,"Stroke and transient ischaemic attack: a stroke shown to be non-haemorrhagic, or a history of TIA, who have a... (STIA007) points share",False,True,Health & Wellbeing,Stroke and transient ischaemic attack,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_stia014,"Stroke and transient ischaemic attack: aged 79 years or under, with a history of stroke or TIA, in whom the... (STIA014)",True,True,Health & Wellbeing,Stroke and transient ischaemic attack,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_stia014,"Stroke and transient ischaemic attack: aged 79 years or under, with a history of stroke or TIA, in whom the... (STIA014) PCAS share",False,True,Health & Wellbeing,Stroke and transient ischaemic attack,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_stia014,"Stroke and transient ischaemic attack: aged 79 years or under, with a history of stroke or TIA, in whom the... (STIA014) points share",False,True,Health & Wellbeing,Stroke and transient ischaemic attack,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_stia015,"Stroke and transient ischaemic attack: aged 80 years or over, with a history of stroke or TIA, in whom the... (STIA015)",True,True,Health & Wellbeing,Stroke and transient ischaemic attack,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_stia015,"Stroke and transient ischaemic attack: aged 80 years or over, with a history of stroke or TIA, in whom the... (STIA015) PCAS share",False,True,Health & Wellbeing,Stroke and transient ischaemic attack,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_stia015,"Stroke and transient ischaemic attack: aged 80 years or over, with a history of stroke or TIA, in whom the... (STIA015) points share",False,True,Health & Wellbeing,Stroke and transient ischaemic attack,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_points_stia001,Stroke and transient ischaemic attack: patients with stroke or TIA (STIA001) points share,False,True,Health & Wellbeing,Stroke and transient ischaemic attack,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_vi001,Vaccination and immunisation: The percentage of babies who reached 8 months old in the last 12... (VI001),True,True,Health & Wellbeing,Vaccination and immunisation,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_vi001,Vaccination and immunisation: The percentage of babies who reached 8 months old in the last 12... (VI001) PCAS share,False,True,Health & Wellbeing,Vaccination and immunisation,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_vi001,Vaccination and immunisation: The percentage of babies who reached 8 months old in the last 12... (VI001) points share,False,True,Health & Wellbeing,Vaccination and immunisation,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_vi002,Vaccination and immunisation: The percentage of children who reached 18 months old in the last 12... (VI002),True,True,Health & Wellbeing,Vaccination and immunisation,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_vi002,Vaccination and immunisation: The percentage of children who reached 18 months old in the last 12... (VI002) PCAS share,False,True,Health & Wellbeing,Vaccination and immunisation,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_vi002,Vaccination and immunisation: The percentage of children who reached 18 months old in the last 12... (VI002) points share,False,True,Health & Wellbeing,Vaccination and immunisation,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_vi003,Vaccination and immunisation: The percentage of children who reached 5 years old in the last 12... (VI003),True,True,Health & Wellbeing,Vaccination and immunisation,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_vi003,Vaccination and immunisation: The percentage of children who reached 5 years old in the last 12... (VI003) PCAS share,False,True,Health & Wellbeing,Vaccination and immunisation,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_vi003,Vaccination and immunisation: The percentage of children who reached 5 years old in the last 12... (VI003) points share,False,True,Health & Wellbeing,Vaccination and immunisation,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_vi004,"Vaccination and immunisation: who reached 80 years old in the last 12 months, who have received a... (VI004)",True,True,Health & Wellbeing,Vaccination and immunisation,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_vi004,"Vaccination and immunisation: who reached 80 years old in the last 12 months, who have received a... (VI004) PCAS share",False,True,Health & Wellbeing,Vaccination and immunisation,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_vi004,"Vaccination and immunisation: who reached 80 years old in the last 12 months, who have received a... (VI004) points share",False,True,Health & Wellbeing,Vaccination and immunisation,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_points_qi013,Workforce and wellbeing: The contractor can demonstrate continuous quality improvement activity... (QI013) points share,False,True,Health & Wellbeing,Workforce and wellbeing,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_points_qi014,Workforce and wellbeing: The contractor has participated in network activity to regularly share... (QI014) points share,False,True,Health & Wellbeing,Workforce and wellbeing,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
female_share,Female residents,False,True,Population & Demography,"Diversity, ethnicity & skills",hidden,census_ts008,ONS Census 2021,london_maps/data_for_app/Census/census2021-ts008/census2021-ts008-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,benchmark_lollipop,benchmark_lollipop,choropleth_map,benchmark_lollipop|ranked_distribution|choropleth_map,benchmark_lollipop|ranked_distribution|choropleth_map,,benchmark_lollipop,none,choropleth_map,,https://www.nomisweb.co.uk/api,
minority_ethnic_group_share,Residents from minoritised ethnic groups,False,True,Population & Demography,"Diversity, ethnicity & skills",hidden,census_ts021,ONS Census 2021,london_maps/data_for_app/Census/census2021-ts021/census2021-ts021-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,benchmark_lollipop,benchmark_lollipop,choropleth_map,benchmark_lollipop|ranked_distribution|choropleth_map,benchmark_lollipop|ranked_distribution|choropleth_map,,benchmark_lollipop,none,choropleth_map,,https://www.nomisweb.co.uk/api,Aggregates top-level non-White Census groups; wording reflects analytical use rather than an official ONS label.
nomis_ethnicity_mix,Ethnicity composition,True,True,Population & Demography,"Ethnicity, identity & diversity",standard,nomis_c2021ts021_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts021-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,grouped_bar,stacked_100_bar|grouped_bar|table_support_only,stacked_100_bar|grouped_bar|table_support_only,,none,none,none,https://www.nomisweb.co.uk/datasets/c2021ts021,https://www.nomisweb.co.uk/api/v01/help,Top-level ethnicity composition from Census 2021 fetched from the Nomis API.
nomis_multi_ethnic_household_profile,Household ethnic diversity profile,True,True,Population & Demography,"Ethnicity, identity & diversity",standard,nomis_c2021ts023_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts023-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,benchmark_lollipop,stacked_100_bar|benchmark_lollipop|choropleth_map,stacked_100_bar|grouped_bar|benchmark_lollipop|choropleth_map|ranked_distribution|table_support_only,stacked_100_bar,benchmark_lollipop,none,choropleth_map,https://www.nomisweb.co.uk/datasets/c2021ts023,https://www.nomisweb.co.uk/api/v01/help,Household ethnic diversity is a household-level Census 2021 profile and should not be read as an individual ethnicity measure.
nomis_multi_religion_household_profile,Multi religion household profile,True,True,Population & Demography,"Ethnicity, identity & diversity",advanced,nomis_c2021ts075_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts075-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,grouped_bar,stacked_100_bar|grouped_bar|table_support_only,stacked_100_bar|grouped_bar|table_support_only,,none,none,none,https://www.nomisweb.co.uk/datasets/c2021ts075,https://www.nomisweb.co.uk/api/v01/help,Household religion diversity is a household-level Census 2021 profile and should be read alongside the broader religion profile rather than as a direct faith measure for individuals.
nomis_national_identity_profile,National identity profile,True,True,Population & Demography,"Ethnicity, identity & diversity",standard,nomis_c2021ts027_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts027-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,grouped_bar,stacked_100_bar|grouped_bar|table_support_only,stacked_100_bar|grouped_bar|table_support_only,,none,none,none,https://www.nomisweb.co.uk/datasets/c2021ts027,https://www.nomisweb.co.uk/api/v01/help,Census 2021 national-identity profile grouped into broad identity clusters to keep the view readable.
nomis_partnership_status_profile,Partnership status profile,True,True,Population & Demography,"Ethnicity, identity & diversity",standard,nomis_c2021ts002_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts002-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,benchmark_lollipop,stacked_100_bar|benchmark_lollipop|choropleth_map,stacked_100_bar|grouped_bar|benchmark_lollipop|choropleth_map|ranked_distribution|table_support_only,stacked_100_bar,benchmark_lollipop,none,choropleth_map,https://www.nomisweb.co.uk/datasets/c2021ts002,https://www.nomisweb.co.uk/api/v01/help,Census 2021 partnership-status profile for residents aged 16 years and over.
nomis_religion_profile,Religion profile,True,True,Population & Demography,"Ethnicity, identity & diversity",standard,nomis_c2021ts030_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts030-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,grouped_bar,stacked_100_bar|grouped_bar|table_support_only,stacked_100_bar|grouped_bar|table_support_only,,none,none,none,https://www.nomisweb.co.uk/datasets/c2021ts030,https://www.nomisweb.co.uk/api/v01/help,Census 2021 religion profile grouped smaller religions to keep the structure view readable; not answered remains a separate category.
nomis_household_count,Total households,True,True,Population & Demography,"Ethnicity, identity & diversity",standard,nomis_c2021ts041_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts041-lsoa.csv,LSOA,2021,2021,count,sum_counts,direct_aggregate,2026-03-22,kpi_card,kpi_card,sorted_bar,kpi_card|ranked_distribution|sorted_bar,kpi_card|ranked_distribution|sorted_bar|table_support_only,,text_badges_or_indexed_note,none,none,https://www.nomisweb.co.uk/datasets/c2021ts041,https://www.nomisweb.co.uk/api/v01/help,Census 2021 household count fetched from the Nomis API.
nomis_age_of_arrival_profile,Age of arrival profile,True,True,Population & Demography,"Migration, language & mobility",advanced,nomis_c2021ts018_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts018-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,benchmark_lollipop,stacked_100_bar|benchmark_lollipop|choropleth_map,stacked_100_bar|grouped_bar|benchmark_lollipop|choropleth_map|ranked_distribution|table_support_only,stacked_100_bar,benchmark_lollipop,none,choropleth_map,https://www.nomisweb.co.uk/datasets/c2021ts018,https://www.nomisweb.co.uk/api/v01/help,"Census 2021 age-of-arrival profile gives age at arrival for current residents, not recent migration flows."
nomis_country_of_birth_profile,Country of birth profile,True,True,Population & Demography,"Migration, language & mobility",standard,nomis_c2021ts004_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts004-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,benchmark_lollipop,stacked_100_bar|benchmark_lollipop|choropleth_map,stacked_100_bar|grouped_bar|benchmark_lollipop|choropleth_map|ranked_distribution|table_support_only,stacked_100_bar,benchmark_lollipop,none,choropleth_map,https://www.nomisweb.co.uk/datasets/c2021ts004,https://www.nomisweb.co.uk/api/v01/help,Census 2021 country-of-birth profile fetched from the Nomis API and grouped into broad world regions to keep the structure view readable.
nomis_main_language_not_english_share,English language profile,True,True,Population & Demography,"Migration, language & mobility",standard,nomis_c2021ts029_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts029-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,benchmark_lollipop,stacked_100_bar|benchmark_lollipop|choropleth_map,stacked_100_bar|grouped_bar|benchmark_lollipop|choropleth_map|ranked_distribution|table_support_only,stacked_100_bar,benchmark_lollipop,none,choropleth_map,https://www.nomisweb.co.uk/datasets/c2021ts029,https://www.nomisweb.co.uk/api/v01/help,Census 2021 English-language proficiency measure fetched from the Nomis API.
nomis_households_without_english_main_language_share,Household language profile,True,True,Population & Demography,"Migration, language & mobility",standard,nomis_c2021ts025_api,Nomis API,london_maps/data_for_app/Nomis/nomis-c2021ts025-lsoa.csv,LSOA,2021,2021,share,recompute_share_from_category_counts,direct_aggregate,2026-03-22,stacked_100_bar,stacked_100_bar,benchmark_lollipop,stacked_100_bar|benchmark_lollipop|choropleth_map,stacked_100_bar|grouped_bar|benchmark_lollipop|choropleth_map|ranked_distribution|table_support_only,stacked_100_bar,benchmark_lollipop,none,choropleth_map,https://www.nomisweb.co.uk/datasets/c2021ts025,https://www.nomisweb.co.uk/api/v01/help,Census 2021 household language measure fetched from the Nomis API.
